xi,v2_xi,absF,reF,imF
1010,1,4.982461734693718e-06,-1.0699378326027203e-07,4.981312805679923e-06
1011,0,4.982461734693719e-06,-9.935242223131883e-08,4.981471071268397e-06
1012,2,4.982461734693718e-06,-9.171082741651908e-08,4.981617614974248e-06
1013,0,4.982461734693718e-06,-8.406901679728349e-08,4.981752436452645e-06
1014,1,4.982461734693718e-06,-7.642700835553063e-08,4.981875535386342e-06
1015,0,4.982461734693718e-06,-6.878482007364456e-08,4.981986911485675e-06
1016,3,4.982461734693664e-06,-6.114246993443184e-08,4.9820865644885086e-06
1017,0,4.982461734693718e-06,-5.349997592108258e-08,4.982174494160514e-06
1018,1,4.982461734693718e-06,-4.585735601712141e-08,4.982250700294622e-06
1019,0,4.982461734693718e-06,-3.8214628206371884e-08,4.982315182711565e-06
1020,2,4.982461734693717e-06,-3.0571810472910806e-08,4.982367941259611e-06
1021,0,4.982461734693717e-06,-2.2928920801026562e-08,4.982408975814614e-06
1022,1,4.982461734693717e-06,-1.5285977175176827e-08,4.982438286280014e-06
1023,0,4.982461734693717e-06,-7.642997579946232e-09,4.982455872586842e-06
1024,10,0.24999501753825695,2.0312122875947894e-16,-0.24999501753825695
1025,0,4.982461734693716e-06,7.642997579938136e-09,4.982455872586842e-06
1026,1,4.982461734693716e-06,1.5285977175168728e-08,4.982438286280013e-06
1027,0,4.982461734693715e-06,2.2928920801018462e-08,4.982408975814612e-06
1028,2,4.982461734693715e-06,3.0571810472902706e-08,4.982367941259609e-06
1029,0,4.9824617346937145e-06,3.8214628206363784e-08,4.982315182711563e-06
1030,1,4.982461734693715e-06,4.585735601711331e-08,4.982250700294619e-06
1031,0,4.982461734693715e-06,5.349997592107448e-08,4.982174494160511e-06
1032,3,4.98246173469366e-06,6.114246993442374e-08,4.982086564488505e-06
1033,0,4.9824617346937145e-06,6.878482007363645e-08,4.981986911485671e-06
1034,1,4.9824617346937145e-06,7.642700835552251e-08,4.981875535386339e-06
1035,0,4.982461734693714e-06,8.406901679727535e-08,4.981752436452642e-06
1036,2,4.9824617346937145e-06,9.171082741651092e-08,4.981617614974244e-06
1037,0,4.982461734693714e-06,9.935242223131067e-08,4.981471071268392e-06
1038,1,4.982461734693714e-06,1.0699378326026382e-07,4.981312805679919e-06
1039,0,4.982461734693714e-06,1.146348925225098e-07,4.981142818581238e-06
1040,4,4.982461734693659e-06,1.2227573203777903e-07,4.980961110372291e-06
1041,0,4.982461734693713e-06,1.2991628382644208e-07,4.980767681480819e-06
1042,1,4.982461734693712e-06,1.3755652990953853e-07,4.980562532361814e-06
1043,0,4.982461734693713e-06,1.4519645230883268e-07,4.980345663498068e-06
1044,2,4.982461734693713e-06,1.5283603304684912e-07,4.980117075399893e-06
1045,0,4.982461734693712e-06,1.604752541469164e-07,4.979876768605179e-06
1046,1,4.982461734693711e-06,1.681140976332094e-07,4.979624743679391e-06
1047,0,4.982461734693712e-06,1.757525455307915e-07,4.9793610012155695e-06
1048,3,4.982461734693657e-06,1.8339057986565493e-07,4.97908554183427e-06
1049,0,4.982461734693712e-06,1.9102818266477306e-07,4.978798366183839e-06
1050,1,4.982461734693712e-06,1.9866533595612283e-07,4.9784994749398655e-06
1051,0,4.982461734693711e-06,2.0630202176874676e-07,4.978188868805722e-06
1052,2,4.982461734693712e-06,2.1393822213278552e-07,4.977866548512298e-06
1053,0,4.982461734693711e-06,2.21573919079522e-07,4.977532514818041e-06
1054,1,4.982461734693712e-06,2.2920909464142366e-07,4.977186768508967e-06
1055,0,4.982461734693711e-06,2.3684373085218492e-07,4.976829310398648e-06
1056,5,4.98246173469344e-06,2.444778097467559e-07,4.976460141327949e-06
1057,0,4.98246173469371e-06,2.521113133614516e-07,4.976079262166372e-06
1058,1,4.9824617346937094e-06,2.5974422373386065e-07,4.975686673809349e-06
1059,0,4.98246173469371e-06,2.6737652290302096e-07,4.975282377180952e-06
1060,2,4.98246173469371e-06,2.7500819290939536e-07,4.974866373232528e-06
1061,0,4.98246173469371e-06,2.8263921579492703e-07,4.974438662942974e-06
1062,1,4.9824617346937094e-06,2.9026957360308206e-07,4.973999247318734e-06
1063,0,4.9824617346937094e-06,2.9789924837889156e-07,4.973548127393796e-06
1064,3,4.982461734693654e-06,3.055282221689903e-07,4.973085304229635e-06
1065,0,4.982461734693709e-06,3.131564770216761e-07,4.9726107789154795e-06
1066,1,4.982461734693709e-06,3.207839949869184e-07,4.9721245525677725e-06
1067,0,4.982461734693709e-06,3.28410758116434e-07,4.971626626330705e-06
1068,2,4.982461734693708e-06,3.360367484637125e-07,4.971117001375945e-06
1069,0,4.982461734693708e-06,3.436619480840621e-07,4.970595678902691e-06
1070,1,4.982461734693708e-06,3.512863390346514e-07,4.970062660137663e-06
1071,0,4.982461734693707e-06,3.5890990337455193e-07,4.969517946335107e-06
1072,4,4.9824617346936535e-06,3.665326231647766e-07,4.968961538776733e-06
1073,0,4.982461734693707e-06,3.7415448046834124e-07,4.968393438771983e-06
1074,1,4.982461734693707e-06,3.8177545735026745e-07,4.96781364765749e-06
1075,0,4.982461734693707e-06,3.893955358776645e-07,4.967222166797613e-06
1076,2,4.982461734693706e-06,3.970146981197515e-07,4.966618997584161e-06
1077,0,4.982461734693706e-06,4.046329261479037e-07,4.9660041414364524e-06
1078,1,4.982461734693706e-06,4.1225020203569465e-07,4.965377599801302e-06
1079,0,4.982461734693706e-06,4.1986650785893847e-07,4.964739374153023e-06
1080,3,4.982461734693652e-06,4.274818256957271e-07,4.964089465993368e-06
1081,0,4.982461734693705e-06,4.350961376264961e-07,4.963427876851795e-06
1082,1,4.982461734693705e-06,4.4270942573401996e-07,4.962754608284925e-06
1083,0,4.982461734693704e-06,4.50321672103501e-07,4.962069661877078e-06
1084,2,4.982461734693704e-06,4.579328588225883e-07,4.9613730392400015e-06
1085,0,4.982461734693704e-06,4.6554296798142414e-07,4.960664742012913e-06
1086,1,4.9824617346937035e-06,4.7315198167268674e-07,4.959944771862505e-06
1087,0,4.9824617346937035e-06,4.807598819916317e-07,4.959213130482938e-06
1088,6,4.9824617346934325e-06,4.883666510361083e-07,4.958469819595564e-06
1089,0,4.982461734693703e-06,4.959722709067337e-07,4.957714840950274e-06
1090,1,4.9824617346937035e-06,5.035767237066701e-07,4.956948196322798e-06
1091,0,4.9824617346937035e-06,5.11179991541932e-07,4.956169887517394e-06
1092,2,4.982461734693703e-06,5.187820565212959e-07,4.955379916365497e-06
1093,0,4.982461734693703e-06,5.263829007563683e-07,4.9545782847259855e-06
1094,1,4.982461734693703e-06,5.339825063616287e-07,4.953764994485178e-06
1095,0,4.982461734693702e-06,5.41580855454471e-07,4.952940047556822e-06
1096,3,4.982461734693648e-06,5.491779301552397e-07,4.952103445882047e-06
1097,0,4.982461734693702e-06,5.567737125873022e-07,4.951255191429616e-06
1098,1,4.982461734693702e-06,5.643681848770309e-07,4.950395286195394e-06
1099,0,4.982461734693701e-06,5.719613291539047e-07,4.949523732202874e-06
1100,2,4.982461734693701e-06,5.795531275505217e-07,4.948640531502907e-06
1101,0,4.982461734693701e-06,5.871435622026469e-07,4.94774568617375e-06
1102,1,4.982461734693701e-06,5.947326152492546e-07,4.94683919832106e-06
1103,0,4.982461734693701e-06,6.023202688325696e-07,4.9459210700778905e-06
1104,4,4.982461734693647e-06,6.099065050981036e-07,4.944991303604632e-06
1105,0,4.9824617346937e-06,6.174913061947298e-07,4.9440499010892765e-06
1106,1,4.9824617346937e-06,6.250746542746586e-07,4.943096864746874e-06
1107,0,4.982461734693699e-06,6.326565314935459e-07,4.942132196820063e-06
1108,2,4.982461734693699e-06,6.402369200105025e-07,4.9411558995788035e-06
1109,0,4.982461734693699e-06,6.478158019881419e-07,4.940167975320415e-06
1110,1,4.9824617346936984e-06,6.553931595926225e-07,4.939168426369579e-06
1111,0,4.982461734693699e-06,6.629689749936902e-07,4.938157255078332e-06
1112,3,4.982461734693645e-06,6.705432303647121e-07,4.937134463826002e-06
1113,0,4.982461734693698e-06,6.781159078827558e-07,4.936100055019477e-06
1114,1,4.9824617346936984e-06,6.856869897285576e-07,4.935054031092661e-06
1115,0,4.982461734693698e-06,6.932564580866376e-07,4.9339963945070025e-06
1116,2,4.982461734693698e-06,7.008242951453059e-07,4.932927147751223e-06
1117,0,4.982461734693697e-06,7.083904830967108e-07,4.931846293341362e-06
1118,1,4.982461734693697e-06,7.159550041368811e-07,4.930753833820776e-06
1119,0,4.982461734693698e-06,7.235178404657681e-07,4.929649771760128e-06
1120,5,4.9824617346934265e-06,7.310789742872478e-07,4.928534109757112e-06
1121,0,4.982461734693698e-06,7.38638387809361e-07,4.9274068504377954e-06
1122,1,4.982461734693697e-06,7.461960632439583e-07,4.9262679964539225e-06
1123,0,4.982461734693697e-06,7.53751982807139e-07,4.925117550485595e-06
1124,2,4.982461734693697e-06,7.613061287190948e-07,4.923955515239924e-06
1125,0,4.982461734693697e-06,7.688584832041903e-07,4.922781893451291e-06
1126,1,4.982461734693697e-06,7.764090284910061e-07,4.9215966878813394e-06
1127,0,4.982461734693697e-06,7.839577468123796e-07,4.920399901318975e-06
1128,3,4.982461734693642e-06,7.91504620405439e-07,4.919191536580296e-06
1129,0,4.982461734693697e-06,7.990496315116875e-07,4.917971596508865e-06
1130,1,4.982461734693696e-06,8.065927623769592e-07,4.916740083975156e-06
1131,0,4.982461734693696e-06,8.141339952515473e-07,4.915497001877091e-06
1132,2,4.982461734693696e-06,8.216733123902024e-07,4.914242353139762e-06
1133,0,4.982461734693696e-06,8.29210696052183e-07,4.91297614071548e-06
1134,1,4.982461734693696e-06,8.367461285012971e-07,4.911698367583763e-06
1135,0,4.982461734693696e-06,8.442795920059443e-07,4.910409036751337e-06
1136,4,4.982461734693642e-06,8.518110688391481e-07,4.909108151252067e-06
1137,0,4.982461734693695e-06,8.593405412786438e-07,4.907795714147221e-06
1138,1,4.982461734693696e-06,8.668679916068276e-07,4.9064717285249346e-06
1139,0,4.982461734693696e-06,8.74393402110891e-07,4.905136197500723e-06
1140,2,4.982461734693696e-06,8.81916755082816e-07,4.903789124217222e-06
1141,0,4.982461734693695e-06,8.894380328194267e-07,4.9024305118442234e-06
1142,1,4.982461734693695e-06,8.969572176224297e-07,4.901060363578675e-06
1143,0,4.982461734693695e-06,9.044742917984571e-07,4.899678682644668e-06
1144,3,4.982461734693641e-06,9.119892376590972e-07,4.898285472293376e-06
1145,0,4.982461734693694e-06,9.195020375209863e-07,4.896880735803319e-06
1146,1,4.982461734693695e-06,9.270126737057507e-07,4.895464476479818e-06
1147,0,4.982461734693695e-06,9.34521128540148e-07,4.89403669765552e-06
1148,2,4.982461734693695e-06,9.420273843560588e-07,4.892597402690128e-06
1149,0,4.982461734693695e-06,9.495314234905381e-07,4.8911465949704405e-06
1150,1,4.982461734693694e-06,9.570332282858566e-07,4.889684277910349e-06
1151,0,4.982461734693694e-06,9.645327810895433e-07,4.888210454950827e-06
1152,7,4.982461734692556e-06,9.720300642542037e-07,4.886725129558805e-06
1153,0,4.982461734693694e-06,9.795250601386728e-07,4.885228305232748e-06
1154,1,4.982461734693693e-06,9.870177511058348e-07,4.883719985491477e-06
1155,0,4.982461734693693e-06,9.945081195248865e-07,4.882200173885332e-06
1156,2,4.982461734693693e-06,1.001996147770267e-06,4.880668873990576e-06
1157,0,4.982461734693693e-06,1.009481818221923e-06,4.879126089410505e-06
1158,1,4.982461734693693e-06,1.0169651132653485e-06,4.877571823775441e-06
1159,0,4.982461734693693e-06,1.0244460152916276e-06,4.876006080742721e-06
1160,3,4.982461734693638e-06,1.0319245066974638e-06,4.874428863996636e-06
1161,0,4.9824617346936925e-06,1.0394005698852786e-06,4.872840177248689e-06
1162,1,4.982461734693693e-06,1.0468741872631388e-06,4.871240024237055e-06
1163,0,4.9824617346936925e-06,1.0543453412449124e-06,4.8696284087271e-06
1164,2,4.9824617346936925e-06,1.0618140142502522e-06,4.868005334511112e-06
1165,0,4.9824617346936925e-06,1.0692801887046495e-06,4.8663708054083414e-06
1166,1,4.9824617346936925e-06,1.0767438470394744e-06,4.8647248252649925e-06
1167,0,4.9824617346936925e-06,1.0842049716920177e-06,4.863067397954216e-06
1168,4,4.982461734693638e-06,1.0916635451055207e-06,4.861398527376045e-06
1169,0,4.982461734693692e-06,1.0991195497292755e-06,4.8597182174576525e-06
1170,1,4.982461734693692e-06,1.106572968018547e-06,4.858026472152812e-06
1171,0,4.982461734693692e-06,1.114023782434734e-06,4.856323295442415e-06
1172,2,4.982461734693692e-06,1.1214719754453505e-06,4.854608691334202e-06
1173,0,4.982461734693692e-06,1.128917529524079e-06,4.852882663862801e-06
1174,1,4.982461734693692e-06,1.1363604271508114e-06,4.851145217089723e-06
1175,0,4.982461734693692e-06,1.1438006508116905e-06,4.849396355103347e-06
1176,3,4.982461734693637e-06,1.1512381829991388e-06,4.84763608201886e-06
1177,0,4.982461734693691e-06,1.1586730062119627e-06,4.845864401978516e-06
1178,1,4.982461734693691e-06,1.1661051029552668e-06,4.844081319151088e-06
1179,0,4.98246173469369e-06,1.1735344557406225e-06,4.842286837732397e-06
1180,2,4.982461734693691e-06,1.180961047086045e-06,4.840480961945031e-06
1181,0,4.98246173469369e-06,1.1883848595160471e-06,4.838663696038389e-06
1182,1,4.98246173469369e-06,1.1958058755616814e-06,4.8368350442886736e-06
1183,0,4.98246173469369e-06,1.2032240777605803e-06,4.8349950109988795e-06
1184,5,4.982461734693418e-06,1.2106394486569315e-06,4.833143600498519e-06
1185,0,4.982461734693689e-06,1.2180519708018485e-06,4.83128081714493e-06
1186,1,4.982461734693689e-06,1.225461626752753e-06,4.829406665320631e-06
1187,0,4.982461734693689e-06,1.232868399074075e-06,4.827521149435948e-06
1188,2,4.982461734693689e-06,1.2402722703369637e-06,4.825624273927679e-06
1189,0,4.982461734693689e-06,1.2476732231193947e-06,4.823716043259357e-06
1190,1,4.982461734693689e-06,1.2550712400062114e-06,4.821796461921233e-06
1191,0,4.982461734693689e-06,1.262466303589165e-06,4.819865534430266e-06
1192,3,4.982461734693635e-06,1.2698583964669432e-06,4.817923265330064e-06
1193,0,4.982461734693689e-06,1.2772475012452788e-06,4.815969659191131e-06
1194,1,4.982461734693688e-06,1.2846336005368525e-06,4.814004720610332e-06
1195,0,4.982461734693688e-06,1.2920166769614735e-06,4.812028454211412e-06
1196,2,4.982461734693687e-06,1.29939671314605e-06,4.810040864644715e-06
1197,0,4.982461734693687e-06,1.3067736917246438e-06,4.8080419565872315e-06
1198,1,4.982461734693688e-06,1.3141475953385114e-06,4.806031734742587e-06
1199,0,4.982461734693687e-06,1.3215184066361457e-06,4.804010203841026e-06
1200,4,4.982461734693633e-06,1.328886108273301e-06,4.801977368639353e-06
1201,0,4.982461734693687e-06,1.3362506829131069e-06,4.799933233921185e-06
1202,1,4.982461734693687e-06,1.3436121132259646e-06,4.797877804496409e-06
1203,0,4.982461734693687e-06,1.3509703818897322e-06,4.795811085201703e-06
1204,2,4.982461734693687e-06,1.3583254715896926e-06,4.793733080900256e-06
1205,0,4.9824617346936866e-06,1.3656773650186094e-06,4.7916437964818136e-06
1206,1,4.9824617346936866e-06,1.3730260448767672e-06,4.7895432368626634e-06
1207,0,4.982461734693686e-06,1.3803714938720124e-06,4.787431406985625e-06
1208,3,4.9824617346936315e-06,1.3877136947197787e-06,4.785308311819987e-06
1209,0,4.982461734693686e-06,1.395052630143204e-06,4.783173956361753e-06
1210,1,4.982461734693686e-06,1.4023882828730182e-06,4.781028345633111e-06
1211,0,4.9824617346936866e-06,1.4097206356477378e-06,4.778871484682944e-06
1212,2,4.9824617346936866e-06,1.4170496712136279e-06,4.7767033785865505e-06
1213,0,4.982461734693686e-06,1.4243753723247602e-06,4.774524032445697e-06
1214,1,4.982461734693686e-06,1.431697721743052e-06,4.772333451388594e-06
1215,0,4.9824617346936866e-06,1.439016702238308e-06,4.770131640569891e-06
1216,6,4.982461734693415e-06,1.4463322965881817e-06,4.767918605170401e-06
1217,0,4.982461734693686e-06,1.4536444875786085e-06,4.76569435039839e-06
1218,1,4.982461734693685e-06,1.4609532580030609e-06,4.763458881486965e-06
1219,0,4.982461734693684e-06,1.4682585906633747e-06,4.761212203696659e-06
1220,2,4.982461734693684e-06,1.4755604683693964e-06,4.758954322314124e-06
1221,0,4.982461734693683e-06,1.482858873939103e-06,4.7566852426523705e-06
1222,1,4.982461734693682e-06,1.49015379019864e-06,4.754404970050764e-06
1223,0,4.982461734693684e-06,1.4974451999823662e-06,4.7521135098750075e-06
1224,3,4.982461734693629e-06,1.5047330861328725e-06,4.7498108675170725e-06
1225,0,4.982461734693683e-06,1.5120174315011086e-06,4.747497048395457e-06
1226,1,4.982461734693683e-06,1.5192982189462566e-06,4.745172057954645e-06
1227,0,4.982461734693682e-06,1.5265754313359371e-06,4.742835901665614e-06
1228,2,4.982461734693682e-06,1.5338490515461664e-06,4.740488585025567e-06
1229,0,4.9824617346936815e-06,1.5411190624614134e-06,4.738130113557966e-06
1230,1,4.9824617346936815e-06,1.5483854469746404e-06,4.735760492812523e-06
1231,0,4.9824617346936815e-06,1.5556481879873424e-06,4.733379728365184e-06
1232,4,4.982461734693627e-06,1.5629072684095716e-06,4.730987825818067e-06
1233,0,4.982461734693681e-06,1.570162671160061e-06,4.7285847907997025e-06
1234,1,4.982461734693681e-06,1.577414379166097e-06,4.726170628964511e-06
1235,0,4.982461734693681e-06,1.5846623753637262e-06,4.723745345993299e-06
1236,2,4.982461734693681e-06,1.591906642697714e-06,4.721308947592993e-06
1237,0,4.982461734693681e-06,1.5991471641215997e-06,4.718861439496672e-06
1238,1,4.982461734693681e-06,1.6063839225977364e-06,4.7164028274635604e-06
1239,0,4.98246173469368e-06,1.6136169010973329e-06,4.713933117279009e-06
1240,3,4.982461734693625e-06,1.6208460826004742e-06,4.711452314754433e-06
1241,0,4.98246173469368e-06,1.6280714500962508e-06,4.708960425727556e-06
1242,1,4.982461734693679e-06,1.6352929865826225e-06,4.706457456061877e-06
1243,0,4.982461734693679e-06,1.6425106750666331e-06,4.703943411647179e-06
1244,2,4.98246173469368e-06,1.6497244985643653e-06,4.70141829839925e-06
1245,0,4.98246173469368e-06,1.6569344401009953e-06,4.698882122259927e-06
1246,1,4.982461734693679e-06,1.6641404827108338e-06,4.696334889197074e-06
1247,0,4.982461734693679e-06,1.6713426094373674e-06,4.69377660520458e-06
1248,5,4.982461734693408e-06,1.6785408033332041e-06,4.691207276302078e-06
1249,0,4.982461734693679e-06,1.6857350474605725e-06,4.688626908536213e-06
1250,1,4.982461734693678e-06,1.6929253248904477e-06,4.686035507978072e-06
1251,0,4.982461734693678e-06,1.700111618703503e-06,4.683433080725729e-06
1252,2,4.982461734693678e-06,1.7072939119896953e-06,4.680819632902945e-06
1253,0,4.982461734693678e-06,1.7144721878483946e-06,4.678195170659416e-06
1254,1,4.982461734693679e-06,1.7216464293884247e-06,4.675559700170754e-06
1255,0,4.982461734693678e-06,1.7288166197281016e-06,4.672913227638476e-06
1256,3,4.982461734693624e-06,1.7359827419952565e-06,4.670255759289937e-06
1257,0,4.982461734693677e-06,1.7431447793273679e-06,4.667587301378569e-06
1258,1,4.982461734693678e-06,1.7503027148714134e-06,4.66490786018336e-06
1259,0,4.982461734693677e-06,1.7574565317840985e-06,4.662217442009342e-06
1260,2,4.982461734693677e-06,1.7646062132318005e-06,4.659516053187332e-06
1261,0,4.982461734693677e-06,1.7717517423906285e-06,4.656803700073957e-06
1262,1,4.982461734693676e-06,1.7788931024464624e-06,4.654080389051646e-06
1263,0,4.982461734693676e-06,1.7860302765949918e-06,4.6513461265286134e-06
1264,4,4.982461734693622e-06,1.7931632480417373e-06,4.648600918938793e-06
1265,0,4.982461734693676e-06,1.8002920000021863e-06,4.6458447727420735e-06
1266,1,4.9824617346936756e-06,1.8074165157016386e-06,4.643077694423782e-06
1267,0,4.9824617346936756e-06,1.81453677837544e-06,4.640299690495172e-06
1268,2,4.982461734693675e-06,1.8216527712689244e-06,4.637510767493155e-06
1269,0,4.9824617346936756e-06,1.8287644776374736e-06,4.634710931980337e-06
1270,1,4.982461734693675e-06,1.835871880746555e-06,4.631900190545e-06
1271,0,4.982461734693674e-06,1.8429749638717628e-06,4.629078549801091e-06
1272,3,4.98246173469362e-06,1.850073710298836e-06,4.626246016388153e-06
1273,0,4.982461734693674e-06,1.8571681033237995e-06,4.623402596971561e-06
1274,1,4.982461734693674e-06,1.8642581262528e-06,4.6205482982420055e-06
1275,0,4.982461734693674e-06,1.8713437624023495e-06,4.617683126915977e-06
1276,2,4.982461734693674e-06,1.8784249950992613e-06,4.6148070897355e-06
1277,0,4.982461734693674e-06,1.8855018076807111e-06,4.611920193468168e-06
1278,1,4.982461734693673e-06,1.892574183494275e-06,4.6090224449071265e-06
1279,0,4.982461734693673e-06,1.8996421058979699e-06,4.606113850871059e-06
1280,8,4.982461734692535e-06,1.9067055582598557e-06,4.603194418203115e-06
1281,0,4.982461734693673e-06,1.9137645239602532e-06,4.600264153776158e-06
1282,1,4.982461734693672e-06,1.9208189863874286e-06,4.597323064482227e-06
1283,0,4.982461734693672e-06,1.9278689289419846e-06,4.594371157243042e-06
1284,2,4.982461734693673e-06,1.9349143350347266e-06,4.591408439004725e-06
1285,0,4.982461734693672e-06,1.9419551880871324e-06,4.588434916738838e-06
1286,1,4.982461734693672e-06,1.948991471531396e-06,4.585450597442367e-06
1287,0,4.982461734693671e-06,1.956023168810461e-06,4.582455488137703e-06
1288,3,4.982461734693618e-06,1.9630502633780448e-06,4.579449595872579e-06
1289,0,4.982461734693671e-06,1.970072738698778e-06,4.576432927720297e-06
1290,1,4.982461734693671e-06,1.9770905782480346e-06,4.573405490779221e-06
1291,0,4.982461734693672e-06,1.9841037655121807e-06,4.570367292173252e-06
1292,2,4.982461734693671e-06,1.9911122839885095e-06,4.567318339051563e-06
1293,0,4.982461734693671e-06,1.998116117185301e-06,4.564258638588638e-06
1294,1,4.982461734693671e-06,2.005115248621858e-06,4.561188197984246e-06
1295,0,4.982461734693671e-06,2.0121096618285485e-06,4.558107024463431e-06
1296,4,4.982461734693617e-06,2.0190993403468206e-06,4.555015125276442e-06
1297,0,4.982461734693671e-06,2.0260842677293514e-06,4.551912507698966e-06
1298,1,4.982461734693671e-06,2.0330644275398665e-06,4.548799179031611e-06
1299,0,4.9824617346936705e-06,2.040039803353397e-06,4.545675146600392e-06
1300,2,4.9824617346936705e-06,2.0470103787562105e-06,4.542540417756458e-06
1301,0,4.9824617346936705e-06,2.0539761373458693e-06,4.539394999876129e-06
1302,1,4.9824617346936705e-06,2.0609370627312707e-06,4.5362389003608775e-06
1303,0,4.9824617346936705e-06,2.0678931385326842e-06,4.53307212663731e-06
1304,3,4.982461734693615e-06,2.0748443483817704e-06,4.529894686157101e-06
1305,0,4.98246173469367e-06,2.0817906759217276e-06,4.526706586397224e-06
1306,1,4.98246173469367e-06,2.088732104807109e-06,4.523507834859438e-06
1307,0,4.98246173469367e-06,2.0956686187040843e-06,4.520298439070762e-06
1308,2,4.982461734693669e-06,2.1026002012903656e-06,4.517078406583215e-06
1309,0,4.982461734693669e-06,2.1095268362552706e-06,4.513847744973846e-06
1310,1,4.982461734693669e-06,2.116448507299758e-06,4.510606461844712e-06
1311,0,4.982461734693669e-06,2.1233651981364664e-06,4.507354564822866e-06
1312,5,4.982461734693398e-06,2.130276892489639e-06,4.504092061560091e-06
1313,0,4.982461734693669e-06,2.1371835740957384e-06,4.5008189597341065e-06
1314,1,4.982461734693669e-06,2.1440852267023287e-06,4.497535267046104e-06
1315,0,4.982461734693669e-06,2.15098183406927e-06,4.494240991223172e-06
1316,2,4.982461734693668e-06,2.157873379968179e-06,4.490936140017062e-06
1317,0,4.982461734693669e-06,2.1647598481825827e-06,4.487620721204407e-06
1318,1,4.982461734693668e-06,2.171641222507956e-06,4.484294742586708e-06
1319,0,4.982461734693667e-06,2.1785174867517605e-06,4.480958211990313e-06
1320,3,4.982461734693614e-06,2.1853886247334586e-06,4.477611137266355e-06
1321,0,4.982461734693668e-06,2.19225462028467e-06,4.474253526290967e-06
1322,1,4.982461734693667e-06,2.199115457248972e-06,4.470885386964787e-06
1323,0,4.982461734693667e-06,2.2059711194821774e-06,4.467506727213421e-06
1324,2,4.982461734693667e-06,2.2128215908522507e-06,4.464117554987182e-06
1325,0,4.982461734693667e-06,2.21966685523937e-06,4.46071787826112e-06
1326,1,4.982461734693667e-06,2.226506896535968e-06,4.457307705035002e-06
1327,0,4.982461734693666e-06,2.233341698646766e-06,4.453887043333294e-06
1328,4,4.982461734693612e-06,2.2401712454887913e-06,4.450455901205097e-06
1329,0,4.982461734693665e-06,2.2469955209915318e-06,4.447014286724364e-06
1330,1,4.982461734693665e-06,2.253814509096736e-06,4.443562207989401e-06
1331,0,4.9824617346936645e-06,2.2606281937586905e-06,4.440099673123332e-06
1332,2,4.9824617346936645e-06,2.267436558944137e-06,4.436626690273836e-06
1333,0,4.9824617346936645e-06,2.274239588632335e-06,4.433143267613176e-06
1334,1,4.982461734693663e-06,2.2810372668150974e-06,4.429649413338182e-06
1335,0,4.982461734693663e-06,2.287829577496832e-06,4.4261451356702315e-06
1336,3,4.982461734693609e-06,2.29461650469455e-06,4.4226304428551805e-06
1337,0,4.982461734693662e-06,2.3013980324380314e-06,4.419105343163583e-06
1338,1,4.982461734693661e-06,2.308174144769611e-06,4.415569844890198e-06
1339,0,4.982461734693662e-06,2.3149448257444678e-06,4.4120239563544404e-06
1340,2,4.982461734693662e-06,2.321710059430534e-06,4.408467685900129e-06
1341,0,4.982461734693661e-06,2.3284698299085626e-06,4.404901041895511e-06
1342,1,4.982461734693661e-06,2.3352241212721596e-06,4.4013240327332455e-06
1343,0,4.982461734693661e-06,2.341972917627826e-06,4.3977366668303795e-06
1344,6,4.98246173469339e-06,2.3487162030948635e-06,4.3941389526280926e-06
1345,0,4.982461734693661e-06,2.355453961806054e-06,4.390530898592872e-06
1346,1,4.982461734693661e-06,2.3621861779064165e-06,4.386912513214099e-06
1347,0,4.982461734693661e-06,2.368912835554524e-06,4.3832838050064235e-06
1348,2,4.982461734693661e-06,2.3756339189219015e-06,4.379644782508546e-06
1349,0,4.982461734693661e-06,2.382349412193191e-06,4.375995454283439e-06
1350,1,4.98246173469366e-06,2.3890592995661877e-06,4.372335828918323e-06
1351,0,4.98246173469366e-06,2.3957635652518782e-06,4.368665915024651e-06
1352,3,4.982461734693607e-06,2.4024621934744522e-06,4.364985721238037e-06
1353,0,4.982461734693661e-06,2.4091551684714684e-06,4.361295256218475e-06
1354,1,4.98246173469366e-06,2.415842474493632e-06,4.357594528649843e-06
1355,0,4.9824617346936595e-06,2.422524095805092e-06,4.353883547240357e-06
1356,2,4.9824617346936595e-06,2.429200016683348e-06,4.350162320722317e-06
1357,0,4.982461734693659e-06,2.435870221419313e-06,4.346430857852126e-06
1358,1,4.982461734693659e-06,2.4425346943173517e-06,4.342689167410279e-06
1359,0,4.982461734693659e-06,2.449193419695315e-06,4.338937258201334e-06
1360,4,4.982461734693604e-06,2.455846381884552e-06,4.3351751390538486e-06
1361,0,4.982461734693659e-06,2.462493565230081e-06,4.331402818820594e-06
1362,1,4.982461734693659e-06,2.4691349540903566e-06,4.327620306378063e-06
1363,0,4.982461734693659e-06,2.475770532837576e-06,4.323827610626919e-06
1364,2,4.9824617346936595e-06,2.4824002858575817e-06,4.320024740491742e-06
1365,0,4.982461734693659e-06,2.4890241975499245e-06,4.316211704921052e-06
1366,1,4.982461734693659e-06,2.4956422523279e-06,4.312388512887292e-06
1367,0,4.982461734693659e-06,2.5022544346185867e-06,4.3085551733868e-06
1368,3,4.9824617346936036e-06,2.5088607288628535e-06,4.3047116954397475e-06
1369,0,4.982461734693658e-06,2.515461119515533e-06,4.3008580880903515e-06
