xi,v2_xi,absF,reF,imF
58,1,4.695012019230777e-06,-4.693850665143529e-06,1.0442123372720569e-07
59,0,4.695012019230778e-06,-4.6938102749439755e-06,1.0622129518992656e-07
60,2,4.695012019230777e-06,-4.693769194432483e-06,1.0802134103083407e-07
61,0,4.695012019230779e-06,-4.6937274236150955e-06,1.0982137098519802e-07
62,1,4.695012019230779e-06,-4.693684962497954e-06,1.1162138478829061e-07
63,0,4.695012019230778e-06,-4.693641811087302e-06,1.134213821753864e-07
64,6,4.695012019230764e-06,-4.693597969389476e-06,1.1522136288176203e-07
65,0,4.695012019230778e-06,-4.6935534374109616e-06,1.170213266426979e-07
66,1,4.695012019230779e-06,-4.693508215158269e-06,1.1882127319347494e-07
67,0,4.69501201923078e-06,-4.693462302638061e-06,1.2062120226937791e-07
68,2,4.69501201923078e-06,-4.693415699857091e-06,1.2242111360569385e-07
69,0,4.69501201923078e-06,-4.693368406822211e-06,1.2422100693771238e-07
70,1,4.69501201923078e-06,-4.693320423540379e-06,1.2602088200072576e-07
71,0,4.69501201923078e-06,-4.69327175001865e-06,1.2782073853002895e-07
72,3,4.695012019230766e-06,-4.693222386264169e-06,1.2962057626091928e-07
73,0,4.69501201923078e-06,-4.693172332284237e-06,1.3142039492869827e-07
74,1,4.69501201923078e-06,-4.693121588086175e-06,1.3322019426866812e-07
75,0,4.6950120192307805e-06,-4.693070153677459e-06,1.3501997401613525e-07
76,2,4.6950120192307805e-06,-4.693018029065653e-06,1.3681973390640865e-07
77,0,4.6950120192307805e-06,-4.692965214258424e-06,1.3861947367480023e-07
78,1,4.695012019230781e-06,-4.692911709263539e-06,1.404191930566248e-07
79,0,4.695012019230781e-06,-4.692857514088865e-06,1.4221889178720027e-07
80,4,4.695012019230768e-06,-4.692802628742361e-06,1.440185696018471e-07
81,0,4.695012019230782e-06,-4.692747053232139e-06,1.4581822623589049e-07
82,1,4.695012019230782e-06,-4.692690787566332e-06,1.4761786142465628e-07
83,0,4.695012019230782e-06,-4.692633831753228e-06,1.494174749034751e-07
84,2,4.695012019230782e-06,-4.692576185801203e-06,1.5121706640768045e-07
85,0,4.695012019230783e-06,-4.6925178497187365e-06,1.530166356726089e-07
86,1,4.695012019230784e-06,-4.692458823514406e-06,1.5481618243360043e-07
87,0,4.695012019230783e-06,-4.692399107196893e-06,1.5661570642599828e-07
88,3,4.69501201923077e-06,-4.692338700774968e-06,1.5841520738514862e-07
89,0,4.695012019230785e-06,-4.692277604257554e-06,1.6021468504640277e-07
90,1,4.695012019230785e-06,-4.692215817653595e-06,1.6201413914511277e-07
91,0,4.695012019230785e-06,-4.6921533409721925e-06,1.638135694166359e-07
92,2,4.695012019230785e-06,-4.692090174222535e-06,1.6561297559633256e-07
93,0,4.695012019230786e-06,-4.692026317413913e-06,1.6741235741956664e-07
94,1,4.695012019230786e-06,-4.691961770555715e-06,1.692117146217057e-07
95,0,4.6950120192307864e-06,-4.691896533657437e-06,1.7101104693812084e-07
96,5,4.695012019230774e-06,-4.691830606728658e-06,1.7281035410418628e-07
97,0,4.695012019230787e-06,-4.691763989779115e-06,1.7460963585528212e-07
98,1,4.6950120192307864e-06,-4.691696682818563e-06,1.7640889192678896e-07
99,0,4.6950120192307864e-06,-4.691628685856917e-06,1.7820812205409335e-07
100,2,4.6950120192307864e-06,-4.6915599989041755e-06,1.8000732597258506e-07
101,0,4.695012019230787e-06,-4.691490621970441e-06,1.8180650341765776e-07
102,1,4.6950120192307864e-06,-4.691420555065916e-06,1.8360565412470903e-07
103,0,4.695012019230787e-06,-4.691349798200906e-06,1.8540477782914038e-07
104,3,4.695012019230774e-06,-4.6912783513858026e-06,1.872038742663567e-07
105,0,4.695012019230787e-06,-4.691206214631154e-06,1.8900294317176906e-07
106,1,4.695012019230787e-06,-4.69113338794753e-06,1.908019842807894e-07
107,0,4.695012019230787e-06,-4.691059871345653e-06,1.9260099732883585e-07
108,2,4.695012019230787e-06,-4.690985664836336e-06,1.9439998205133013e-07
109,0,4.695012019230789e-06,-4.690910768430493e-06,1.9619893818369814e-07
110,1,4.695012019230789e-06,-4.690835182139137e-06,1.9799786546137002e-07
111,0,4.695012019230789e-06,-4.690758905973385e-06,1.9979676361978006e-07
112,4,4.695012019230775e-06,-4.690681939944442e-06,2.0159563239436635e-07
113,0,4.695012019230789e-06,-4.690604284063668e-06,2.0339447152057357e-07
114,1,4.695012019230789e-06,-4.690525938342443e-06,2.051932807338473e-07
115,0,4.69501201923079e-06,-4.690446902792302e-06,2.0699205976963987e-07
116,2,4.695012019230789e-06,-4.690367177424868e-06,2.0879080836340736e-07
117,0,4.695012019230789e-06,-4.6902867622518685e-06,2.1058952625061043e-07
118,1,4.69501201923079e-06,-4.690205657285129e-06,2.123882131667142e-07
119,0,4.69501201923079e-06,-4.6901238625365765e-06,2.1418686884718839e-07
120,3,4.695012019230776e-06,-4.690041378018227e-06,2.1598549302750668e-07
121,0,4.695012019230789e-06,-4.689958203742253e-06,2.1778408544314983e-07
122,1,4.69501201923079e-06,-4.689874339720847e-06,2.1958264582959958e-07
123,0,4.69501201923079e-06,-4.6897897859663546e-06,2.2138117392234488e-07
124,2,4.695012019230791e-06,-4.689704542491211e-06,2.2317966945687875e-07
125,0,4.69501201923079e-06,-4.689618609307953e-06,2.2497813216869907e-07
126,1,4.69501201923079e-06,-4.68953198642922e-06,2.267765617933085e-07
127,0,4.69501201923079e-06,-4.68944467386775e-06,2.2857495806621455e-07
128,7,4.695012019230994e-06,-4.689356671636588e-06,2.3037332072293965e-07
129,0,4.695012019230791e-06,-4.689267979748067e-06,2.321716494989713e-07
130,1,4.695012019230791e-06,-4.689178598215839e-06,2.3396994412986175e-07
131,0,4.695012019230791e-06,-4.6890885270528465e-06,2.3576820435112843e-07
132,2,4.6950120192307915e-06,-4.688997766272337e-06,2.3756642989830382e-07
133,0,4.6950120192307915e-06,-4.688906315887658e-06,2.393646205069254e-07
134,1,4.6950120192307915e-06,-4.688814175912259e-06,2.4116277591253594e-07
135,0,4.6950120192307915e-06,-4.688721346359691e-06,2.4296089585068325e-07
136,3,4.695012019230778e-06,-4.688627827243592e-06,2.447589800569197e-07
137,0,4.695012019230792e-06,-4.688533618577758e-06,2.465570282668057e-07
138,1,4.6950120192307915e-06,-4.688438720376001e-06,2.4835504021590297e-07
139,0,4.695012019230792e-06,-4.688343132652294e-06,2.5015301563978096e-07
140,2,4.695012019230792e-06,-4.688246855420693e-06,2.5195095427401404e-07
141,0,4.695012019230793e-06,-4.688149888695359e-06,2.537488558541821e-07
142,1,4.695012019230793e-06,-4.68805223249055e-06,2.5554672011587013e-07
143,0,4.695012019230794e-06,-4.687953886820631e-06,2.57344546794669e-07
144,4,4.695012019230781e-06,-4.687854851700051e-06,2.591423356261741e-07
145,0,4.695012019230794e-06,-4.687755127143414e-06,2.6094008634598945e-07
146,1,4.695012019230794e-06,-4.687654713165348e-06,2.627377986897202e-07
147,0,4.695012019230795e-06,-4.687553609780634e-06,2.6453547239298003e-07
148,2,4.695012019230796e-06,-4.68745181700414e-06,2.663331071913878e-07
149,0,4.695012019230796e-06,-4.6873493348508366e-06,2.6813070282056784e-07
150,1,4.695012019230796e-06,-4.6872461633357965e-06,2.699282590161504e-07
151,0,4.695012019230796e-06,-4.687142302474193e-06,2.717257755137714e-07
152,3,4.695012019230782e-06,-4.687037752281286e-06,2.735232520490719e-07
153,0,4.695012019230796e-06,-4.686932512772493e-06,2.753206883577021e-07
154,1,4.695012019230797e-06,-4.686826583963252e-06,2.771180841753131e-07
155,0,4.695012019230797e-06,-4.686719965869153e-06,2.7891543923756525e-07
156,2,4.6950120192307974e-06,-4.686612658505879e-06,2.8071275328012424e-07
157,0,4.6950120192307974e-06,-4.686504661889208e-06,2.8251002603866165e-07
158,1,4.6950120192307974e-06,-4.686395976035026e-06,2.8430725724885514e-07
159,0,4.6950120192307974e-06,-4.686286600959316e-06,2.8610444664638845e-07
160,5,4.695012019230785e-06,-4.6861765366781495e-06,2.879015939669507e-07
161,0,4.695012019230798e-06,-4.686065783207755e-06,2.8969869894624056e-07
162,1,4.6950120192307974e-06,-4.685954340564379e-06,2.9149576131995787e-07
163,0,4.695012019230798e-06,-4.685842208764428e-06,2.9329278082381204e-07
164,2,4.6950120192307974e-06,-4.685729387824389e-06,2.9508975719351807e-07
165,0,4.695012019230799e-06,-4.685615877760858e-06,2.9688669016479705e-07
166,1,4.695012019230799e-06,-4.685501678590526e-06,2.9868357947337684e-07
167,0,4.695012019230799e-06,-4.685386790330189e-06,3.004804248549914e-07
168,3,4.695012019230786e-06,-4.68527121299673e-06,3.022772260453804e-07
169,0,4.6950120192308e-06,-4.685154946607188e-06,3.0407398278029357e-07
170,1,4.695012019230801e-06,-4.685037991178621e-06,3.058706947954817e-07
171,0,4.695012019230801e-06,-4.684920346728242e-06,3.076673618267058e-07
172,2,4.695012019230801e-06,-4.6848020132733545e-06,3.0946398360973287e-07
173,0,4.695012019230801e-06,-4.684682990831361e-06,3.1126055988033607e-07
174,1,4.695012019230802e-06,-4.684563279419765e-06,3.1305709037429566e-07
175,0,4.695012019230802e-06,-4.684442879056174e-06,3.1485357482739844e-07
176,4,4.695012019230788e-06,-4.68432178975828e-06,3.166500129754371e-07
177,0,4.695012019230802e-06,-4.684200011543933e-06,3.1844640455421474e-07
178,1,4.695012019230802e-06,-4.684077544431002e-06,3.20242749299536e-07
179,0,4.6950120192308025e-06,-4.683954388437512e-06,3.2203904694721585e-07
180,2,4.6950120192308025e-06,-4.683830543581574e-06,3.238352972330754e-07
181,0,4.695012019230803e-06,-4.683706009881404e-06,3.2563149989294274e-07
182,1,4.695012019230803e-06,-4.683580787355314e-06,3.2742765466265285e-07
183,0,4.695012019230804e-06,-4.6834548760217225e-06,3.2922376127804795e-07
184,3,4.695012019230791e-06,-4.683328275899132e-06,3.310198194749762e-07
185,0,4.695012019230804e-06,-4.6832009870062034e-06,3.328158289892968e-07
186,1,4.695012019230804e-06,-4.683073009361616e-06,3.346117895568702e-07
187,0,4.695012019230804e-06,-4.682944342984205e-06,3.3640770091356813e-07
188,2,4.695012019230805e-06,-4.682814987892892e-06,3.382035627952685e-07
189,0,4.695012019230805e-06,-4.682684944106702e-06,3.3999937493785635e-07
190,1,4.695012019230805e-06,-4.6825542116447605e-06,3.4179513707722436e-07
191,0,4.695012019230806e-06,-4.682422790526294e-06,3.4359084894927223e-07
192,6,4.695012019230792e-06,-4.682290680770616e-06,3.453865102899063e-07
193,0,4.695012019230806e-06,-4.682157882397198e-06,3.471821208350441e-07
194,1,4.695012019230806e-06,-4.682024395425528e-06,3.489776803206049e-07
195,0,4.695012019230807e-06,-4.681890219875253e-06,3.507731884825192e-07
196,2,4.695012019230807e-06,-4.681755355766105e-06,3.525686450567243e-07
197,0,4.695012019230807e-06,-4.681619803117917e-06,3.54364049779165e-07
198,1,4.695012019230807e-06,-4.681483561950628e-06,3.561594023857937e-07
199,0,4.695012019230808e-06,-4.681346632284272e-06,3.5795470261257037e-07
200,3,4.695012019230794e-06,-4.681209014138974e-06,3.597499501954618e-07
201,0,4.695012019230808e-06,-4.681070707535014e-06,3.6154514487044665e-07
202,1,4.695012019230808e-06,-4.680931712492692e-06,3.6334028637350506e-07
203,0,4.6950120192308085e-06,-4.680792029032464e-06,3.6513537444062924e-07
204,2,4.6950120192308085e-06,-4.680651657174873e-06,3.6693040880781814e-07
205,0,4.6950120192308085e-06,-4.680510596940562e-06,3.687253892110786e-07
206,1,4.695012019230809e-06,-4.6803688483502775e-06,3.705203153864254e-07
207,0,4.695012019230809e-06,-4.6802264114248665e-06,3.7231518706988143e-07
208,4,4.695012019230796e-06,-4.680083286185262e-06,3.741100039974763e-07
209,0,4.695012019230809e-06,-4.679939472652556e-06,3.759047659052521e-07
210,1,4.69501201923081e-06,-4.679794970847857e-06,3.7769947252925265e-07
211,0,4.695012019230811e-06,-4.6796497807924305e-06,3.7949412360553405e-07
212,2,4.695012019230811e-06,-4.679503902507629e-06,3.8128871887015954e-07
213,0,4.695012019230812e-06,-4.679357336014908e-06,3.830832580592006e-07
214,1,4.695012019230812e-06,-4.67921008133582e-06,3.8487774090873686e-07
215,0,4.695012019230812e-06,-4.679062138492024e-06,3.866721671548563e-07
216,3,4.695012019230799e-06,-4.678913507505264e-06,3.884665365336541e-07
217,0,4.695012019230812e-06,-4.678764188397437e-06,3.9026084878123845e-07
218,1,4.695012019230813e-06,-4.678614181190467e-06,3.920551036337188e-07
219,0,4.695012019230813e-06,-4.678463485906426e-06,3.938493008272181e-07
220,2,4.695012019230813e-06,-4.678312102567476e-06,3.956434400978661e-07
221,0,4.695012019230813e-06,-4.678160031195882e-06,3.974375211818014e-07
222,1,4.695012019230813e-06,-4.678007271814009e-06,3.9923154381517106e-07
223,0,4.695012019230813e-06,-4.677853824444323e-06,4.010255077341307e-07
224,5,4.6950120192308e-06,-4.6776996891093775e-06,4.028194126748436e-07
225,0,4.6950120192308135e-06,-4.677544865831881e-06,4.046132583734861e-07
226,1,4.6950120192308135e-06,-4.677389354634564e-06,4.064070445662364e-07
227,0,4.6950120192308135e-06,-4.677233155540309e-06,4.082007709892861e-07
228,2,4.6950120192308135e-06,-4.677076268572089e-06,4.099944373788345e-07
229,0,4.695012019230814e-06,-4.6769186937529776e-06,4.117880434710897e-07
230,1,4.6950120192308135e-06,-4.676760431106148e-06,4.135815890022685e-07
231,0,4.6950120192308135e-06,-4.6766014806548764e-06,4.1537507370859677e-07
232,3,4.695012019230801e-06,-4.676441842422526e-06,4.1716849732630814e-07
233,0,4.695012019230814e-06,-4.676281516432615e-06,4.1896185959164993e-07
234,1,4.695012019230814e-06,-4.676120502708681e-06,4.207551602408713e-07
235,0,4.695012019230815e-06,-4.675958801274419e-06,4.2254839901023533e-07
236,2,4.695012019230815e-06,-4.675796412153609e-06,4.2434157563601295e-07
237,0,4.695012019230816e-06,-4.675633335370134e-06,4.2613468985448433e-07
238,1,4.695012019230815e-06,-4.675469570947976e-06,4.279277414019387e-07
239,0,4.695012019230815e-06,-4.675305118911222e-06,4.297207300146745e-07
240,4,4.6950120192308025e-06,-4.675139979284043e-06,4.315136554289982e-07
241,0,4.695012019230816e-06,-4.674974152090766e-06,4.333065173812306e-07
242,1,4.695012019230816e-06,-4.674807637355739e-06,4.3509931560769445e-07
243,0,4.695012019230816e-06,-4.674640435103464e-06,4.368920498447266e-07
244,2,4.695012019230817e-06,-4.674472545358532e-06,4.3868471982867216e-07
245,0,4.695012019230818e-06,-4.674303968145634e-06,4.4047732529588584e-07
246,1,4.695012019230817e-06,-4.674134703489561e-06,4.422698659827317e-07
247,0,4.695012019230818e-06,-4.67396475141521e-06,4.440623416255833e-07
248,3,4.695012019230804e-06,-4.673794111947558e-06,4.4585475196082263e-07
249,0,4.695012019230817e-06,-4.6736227851117435e-06,4.476470967248462e-07
250,1,4.695012019230818e-06,-4.673450770932923e-06,4.494393756540527e-07
251,0,4.695012019230818e-06,-4.673278069436407e-06,4.5123158848485546e-07
252,2,4.695012019230819e-06,-4.673104680647596e-06,4.5302373495367636e-07
253,0,4.695012019230819e-06,-4.672930604591987e-06,4.5481581479694694e-07
254,1,4.695012019230819e-06,-4.672755841295184e-06,4.5660782775110865e-07
255,0,4.6950120192308195e-06,-4.672580390782888e-06,4.5839977355261266e-07
256,8,4.695012019231023e-06,-4.672404253081105e-06,4.6019165193794007e-07
257,0,4.6950120192308195e-06,-4.672227428215131e-06,4.61983462643502e-07
258,1,4.69501201923082e-06,-4.67204991621158e-06,4.6377520540583933e-07
259,0,4.69501201923082e-06,-4.671871717096356e-06,4.6556687996142307e-07
260,2,4.69501201923082e-06,-4.671692830895665e-06,4.673584860467542e-07
261,0,4.69501201923082e-06,-4.671513257635816e-06,4.691500233983437e-07
262,1,4.69501201923082e-06,-4.67133299734322e-06,4.7094149175271283e-07
263,0,4.69501201923082e-06,-4.671152050044387e-06,4.727328908463929e-07
264,3,4.695012019230808e-06,-4.670970415765915e-06,4.7452422041592404e-07
265,0,4.695012019230821e-06,-4.670788094534556e-06,4.763154801978621e-07
266,1,4.695012019230821e-06,-4.670605086377085e-06,4.78106669928765e-07
267,0,4.695012019230821e-06,-4.67042139132043e-06,4.798977893452063e-07
268,2,4.695012019230821e-06,-4.670237009391605e-06,4.816888381837688e-07
269,0,4.695012019230822e-06,-4.670051940617729e-06,4.834798161810454e-07
270,1,4.695012019230821e-06,-4.669866185026019e-06,4.852707230736396e-07
271,0,4.695012019230822e-06,-4.669679742643793e-06,4.870615585981652e-07
272,4,4.6950120192308085e-06,-4.669492613498459e-06,4.888523224912453e-07
273,0,4.695012019230822e-06,-4.669304797617577e-06,4.90643014489519e-07
274,1,4.695012019230822e-06,-4.669116295028728e-06,4.924336343296275e-07
275,0,4.695012019230823e-06,-4.66892710575965e-06,4.942241817482285e-07
276,2,4.695012019230823e-06,-4.6687372298381655e-06,4.960146564819885e-07
277,0,4.695012019230824e-06,-4.6685466672921995e-06,4.978050582675852e-07
278,1,4.695012019230824e-06,-4.668355418149777e-06,4.995953868417066e-07
279,0,4.695012019230824e-06,-4.668163482439026e-06,5.013856419410518e-07
280,3,4.69501201923081e-06,-4.6679708601881605e-06,5.03175823302329e-07
281,0,4.6950120192308245e-06,-4.667777551425549e-06,5.049659306622632e-07
282,1,4.6950120192308245e-06,-4.667583556179581e-06,5.067559637575815e-07
283,0,4.6950120192308245e-06,-4.667388874478801e-06,5.085459223250277e-07
284,2,4.6950120192308245e-06,-4.6671935063518405e-06,5.103358061013553e-07
285,0,4.6950120192308245e-06,-4.666997451827431e-06,5.121256148233286e-07
286,1,4.6950120192308245e-06,-4.666800710934406e-06,5.13915348227723e-07
287,0,4.6950120192308245e-06,-4.666603283701702e-06,5.157050060513248e-07
288,5,4.695012019230811e-06,-4.666405170158339e-06,5.174945880309304e-07
289,0,4.6950120192308245e-06,-4.666206370333494e-06,5.19284093903353e-07
290,1,4.695012019230825e-06,-4.6660068842563645e-06,5.210735234054077e-07
291,0,4.695012019230825e-06,-4.665806711956301e-06,5.228628762739275e-07
292,2,4.695012019230825e-06,-4.665605853462743e-06,5.24652152245755e-07
293,0,4.695012019230826e-06,-4.665404308805231e-06,5.264413510577434e-07
294,1,4.695012019230826e-06,-4.665202078013405e-06,5.282304724467583e-07
295,0,4.695012019230826e-06,-4.6649991611170075e-06,5.300195161496759e-07
296,3,4.695012019230813e-06,-4.6647955581458675e-06,5.318084819033828e-07
297,0,4.695012019230826e-06,-4.6645912691299685e-06,5.335973694447827e-07
298,1,4.695012019230827e-06,-4.664386294099316e-06,5.353861785107821e-07
299,0,4.695012019230827e-06,-4.664180633084067e-06,5.371749088383049e-07
300,2,4.695012019230827e-06,-4.663974286114469e-06,5.38963560164285e-07
301,0,4.695012019230827e-06,-4.663767253220868e-06,5.407521322256681e-07
302,1,4.695012019230827e-06,-4.6635595344337136e-06,5.425406247594116e-07
303,0,4.695012019230827e-06,-4.663351129783554e-06,5.443290375024842e-07
304,4,4.6950120192308135e-06,-4.663142039301025e-06,5.461173701918653e-07
305,0,4.695012019230827e-06,-4.662932263016918e-06,5.47905622564552e-07
306,1,4.695012019230827e-06,-4.6627218009620445e-06,5.496937943575437e-07
307,0,4.695012019230827e-06,-4.6625106531673706e-06,5.514818853078583e-07
308,2,4.695012019230828e-06,-4.662298819663949e-06,5.532698951525238e-07
309,0,4.695012019230828e-06,-4.662086300482933e-06,5.550578236285801e-07
310,1,4.695012019230828e-06,-4.661873095655578e-06,5.568456704730792e-07
311,0,4.695012019230828e-06,-4.6616592052132405e-06,5.586334354230851e-07
312,3,4.695012019230815e-06,-4.661444629187363e-06,5.60421118215672e-07
313,0,4.69501201923083e-06,-4.661229367609543e-06,5.622087185879329e-07
314,1,4.695012019230829e-06,-4.661013420511399e-06,5.639962362769632e-07
315,0,4.69501201923083e-06,-4.660796787924702e-06,5.657836710198766e-07
316,2,4.695012019230829e-06,-4.660579469881313e-06,5.675710225537979e-07
317,0,4.69501201923083e-06,-4.660361466413194e-06,5.693582906158637e-07
318,1,4.695012019230829e-06,-4.660142777552403e-06,5.711454749432232e-07
319,0,4.69501201923083e-06,-4.6599234033311055e-06,5.729325752730376e-07
320,6,4.695012019230815e-06,-4.659703343781549e-06,5.747195913424791e-07
321,0,4.695012019230829e-06,-4.65948259893614e-06,5.765065228887388e-07
322,1,4.695012019230829e-06,-4.6592611688273e-06,5.782933696490101e-07
323,0,4.69501201923083e-06,-4.6590390534876105e-06,5.800801313605058e-07
324,2,4.69501201923083e-06,-4.658816252949736e-06,5.818668077604494e-07
325,0,4.69501201923083e-06,-4.658592767246444e-06,5.83653398586077e-07
326,1,4.6950120192308305e-06,-4.658368596410602e-06,5.854399035746373e-07
327,0,4.6950120192308305e-06,-4.658143740475178e-06,5.872263224633914e-07
328,3,4.695012019230818e-06,-4.657918199473229e-06,5.890126549896117e-07
329,0,4.695012019230832e-06,-4.657691973437965e-06,5.907989008905898e-07
330,1,4.695012019230832e-06,-4.6574650624026155e-06,5.925850599036201e-07
331,0,4.695012019230832e-06,-4.6572374664005655e-06,5.943711317660163e-07
332,2,4.695012019230832e-06,-4.657009185465288e-06,5.961571162151037e-07
333,0,4.695012019230833e-06,-4.656780219630356e-06,5.979430129882199e-07
334,1,4.695012019230832e-06,-4.656550568929442e-06,5.997288218227156e-07
335,0,4.695012019230832e-06,-4.656320233396322e-06,6.015145424559545e-07
336,4,4.6950120192308195e-06,-4.656089213064857e-06,6.033001746253114e-07
337,0,4.695012019230833e-06,-4.655857507969063e-06,6.050857180681814e-07
338,1,4.695012019230833e-06,-4.655625118142976e-06,6.068711725219618e-07
339,0,4.695012019230834e-06,-4.655392043620788e-06,6.086565377240701e-07
340,2,4.695012019230835e-06,-4.655158284436776e-06,6.104418134119353e-07
341,0,4.695012019230834e-06,-4.654923840625316e-06,6.122269993229994e-07
342,1,4.695012019230834e-06,-4.654688712220892e-06,6.140120951947177e-07
343,0,4.695012019230835e-06,-4.654452899258082e-06,6.157971007645587e-07
344,3,4.695012019230821e-06,-4.654216401771552e-06,6.175820157700024e-07
345,0,4.695012019230835e-06,-4.653979219796125e-06,6.193668399485493e-07
346,1,4.6950120192308356e-06,-4.653741353366643e-06,6.211515730377022e-07
347,0,4.695012019230835e-06,-4.653502802518101e-06,6.229362147749854e-07
348,2,4.695012019230835e-06,-4.653263567285582e-06,6.247207648979336e-07
349,0,4.695012019230835e-06,-4.6530236477042716e-06,6.265052231440959e-07
350,1,4.6950120192308356e-06,-4.6527830438094545e-06,6.282895892510346e-07
351,0,4.6950120192308356e-06,-4.652541755636515e-06,6.300738629563255e-07
352,5,4.695012019230822e-06,-4.652299783220925e-06,6.318580439975561e-07
353,0,4.695012019230836e-06,-4.652057126598313e-06,6.336421321123349e-07
354,1,4.695012019230836e-06,-4.651813785804324e-06,6.354261270382733e-07
355,0,4.695012019230837e-06,-4.651569760874761e-06,6.372100285130035e-07
356,2,4.695012019230837e-06,-4.651325051845511e-06,6.389938362741696e-07
357,0,4.695012019230837e-06,-4.651079658752563e-06,6.407775500594296e-07
358,1,4.695012019230837e-06,-4.650833581632008e-06,6.425611696064552e-07
359,0,4.695012019230839e-06,-4.650586820520036e-06,6.443446946529322e-07
360,3,4.695012019230825e-06,-4.6503393754529225e-06,6.461281249365582e-07
