xi,v2_xi,absF,reF,imF
2491,0,4.695012019231248e-06,-2.7107817719036702e-06,3.833379715843537e-06
2492,2,4.695012019231247e-06,-2.709311489895119e-06,3.834419005722792e-06
2493,0,4.695012019231248e-06,-2.707840809432017e-06,3.83545773167955e-06
2494,1,4.695012019231248e-06,-2.706369730730654e-06,3.836495893561046e-06
2495,0,4.695012019231248e-06,-2.704898254007381e-06,3.837533491214598e-06
2496,6,4.6950120192312345e-06,-2.7034263794785972e-06,3.838570524487599e-06
2497,0,4.695012019231248e-06,-2.7019541073607926e-06,3.8396069932275655e-06
2498,1,4.695012019231249e-06,-2.7004814378704688e-06,3.840642897282033e-06
2499,0,4.695012019231248e-06,-2.699008371224217e-06,3.841678236498664e-06
2500,2,4.695012019231249e-06,-2.697534907638679e-06,3.842713010725192e-06
2501,0,4.69501201923125e-06,-2.6960610473305556e-06,3.843747219809435e-06
2502,1,4.69501201923125e-06,-2.6945867905166043e-06,3.8447808635992925e-06
2503,0,4.69501201923125e-06,-2.6931121374136417e-06,3.845813941942749e-06
2504,3,4.695012019231236e-06,-2.6916370882385364e-06,3.846846454687858e-06
2505,0,4.69501201923125e-06,-2.6901616432082443e-06,3.847878401682805e-06
2506,1,4.69501201923125e-06,-2.6886858025397338e-06,3.848909782775788e-06
2507,0,4.695012019231251e-06,-2.6872095664500625e-06,3.849940597815136e-06
2508,2,4.695012019231251e-06,-2.6857329351563383e-06,3.850970846649248e-06
2509,0,4.6950120192312515e-06,-2.6842559088757275e-06,3.852000529126606e-06
2510,1,4.6950120192312515e-06,-2.6827784878254535e-06,3.853029645095777e-06
2511,0,4.695012019231252e-06,-2.6813006722227993e-06,3.854058194405409e-06
2512,4,4.695012019231238e-06,-2.679822462285097e-06,3.855086176904224e-06
2513,0,4.695012019231252e-06,-2.678343858229768e-06,3.856113592441073e-06
2514,1,4.695012019231252e-06,-2.6768648602742453e-06,3.857140440864821e-06
2515,0,4.695012019231252e-06,-2.675385468636051e-06,3.858166722024461e-06
2516,2,4.695012019231252e-06,-2.673905683532757e-06,3.859192435769062e-06
2517,0,4.695012019231252e-06,-2.6724255051819928e-06,3.860217581947771e-06
2518,1,4.695012019231253e-06,-2.6709449338014464e-06,3.8612421604098225e-06
2519,0,4.695012019231252e-06,-2.669463969608863e-06,3.862266171004533e-06
2520,3,4.69501201923124e-06,-2.6679826128220384e-06,3.863289613581292e-06
2521,0,4.695012019231253e-06,-2.6665008636588574e-06,3.864312487989616e-06
2522,1,4.695012019231254e-06,-2.6650187223372147e-06,3.86533479407904e-06
2523,0,4.695012019231254e-06,-2.6635361890750944e-06,3.866356531699225e-06
2524,2,4.695012019231253e-06,-2.662053264090531e-06,3.867377700699905e-06
2525,0,4.695012019231254e-06,-2.660569947601616e-06,3.8683983009309e-06
2526,1,4.695012019231254e-06,-2.659086239826499e-06,3.86941833224211e-06
2527,0,4.695012019231255e-06,-2.6576021409833857e-06,3.870437794483522e-06
2528,5,4.695012019231241e-06,-2.656117651290533e-06,3.871456687505193e-06
2529,0,4.695012019231255e-06,-2.654632770966287e-06,3.872475011157308e-06
2530,1,4.695012019231255e-06,-2.653147500229003e-06,3.873492765290073e-06
2531,0,4.695012019231256e-06,-2.651661839297125e-06,3.874509949753819e-06
2532,2,4.695012019231256e-06,-2.6501757883891467e-06,3.875526564398948e-06
2533,0,4.695012019231256e-06,-2.6486893477236204e-06,3.87654260907595e-06
2534,1,4.6950120192312565e-06,-2.647202517519155e-06,3.877558083635396e-06
2535,0,4.6950120192312565e-06,-2.6457152979944157e-06,3.8785729879279415e-06
2536,3,4.695012019231243e-06,-2.6442276893681184e-06,3.879587321804315e-06
2537,0,4.6950120192312565e-06,-2.642739691859066e-06,3.880601085115373e-06
2538,1,4.695012019231257e-06,-2.6412513056860745e-06,3.88161427771199e-06
2539,0,4.695012019231257e-06,-2.6397625310680445e-06,3.8826268994451685e-06
2540,2,4.695012019231259e-06,-2.63827336822393e-06,3.883638950165983e-06
2541,0,4.695012019231259e-06,-2.6367838173727385e-06,3.884650429725593e-06
2542,1,4.695012019231259e-06,-2.635293878733537e-06,3.8856613379752404e-06
2543,0,4.695012019231259e-06,-2.6338035525254474e-06,3.886671674766254e-06
2544,4,4.6950120192312455e-06,-2.6323128389676436e-06,3.887681439950033e-06
2545,0,4.695012019231259e-06,-2.630821738279385e-06,3.888690633378107e-06
2546,1,4.695012019231259e-06,-2.6293302506799424e-06,3.889699254902021e-06
2547,0,4.695012019231259e-06,-2.6278383763886746e-06,3.89070730437345e-06
2548,2,4.695012019231259e-06,-2.62634611562499e-06,3.891714781644142e-06
2549,0,4.695012019231259e-06,-2.6248534686083524e-06,3.892721686565928e-06
2550,1,4.695012019231259e-06,-2.623360435558284e-06,3.893728018990725e-06
2551,0,4.695012019231259e-06,-2.6218670166943625e-06,3.894733778770532e-06
2552,3,4.695012019231246e-06,-2.6203732122362165e-06,3.895738965757423e-06
2553,0,4.69501201923126e-06,-2.6188790224035586e-06,3.8967435798036e-06
2554,1,4.695012019231261e-06,-2.6173844474161152e-06,3.897747620761282e-06
2555,0,4.695012019231261e-06,-2.6158894874936994e-06,3.898751088482817e-06
2556,2,4.695012019231261e-06,-2.614394142856172e-06,3.899753982820627e-06
2557,0,4.695012019231262e-06,-2.6128984137234518e-06,3.900756303627218e-06
2558,1,4.695012019231262e-06,-2.611402300315513e-06,3.9017580507551796e-06
2559,0,4.695012019231262e-06,-2.609905802852387e-06,3.902759224057186e-06
2560,9,4.695012019232333e-06,-2.6084089215547566e-06,3.903759823386888e-06
2561,0,4.695012019231262e-06,-2.6069116566409807e-06,3.904759848594455e-06
2562,1,4.6950120192312625e-06,-2.605414008333046e-06,3.905759299535488e-06
2563,0,4.6950120192312625e-06,-2.603915976850613e-06,3.906758176062109e-06
2564,2,4.695012019231263e-06,-2.602417562413996e-06,3.907756478027414e-06
2565,0,4.695012019231263e-06,-2.600918765243564e-06,3.908754205284584e-06
2566,1,4.695012019231263e-06,-2.599419585559744e-06,3.909751357686884e-06
2567,0,4.695012019231263e-06,-2.597920023583017e-06,3.910747935087666e-06
2568,3,4.695012019231251e-06,-2.596420079533915e-06,3.911743937340353e-06
2569,0,4.695012019231264e-06,-2.5949197536330537e-06,3.912739364298497e-06
2570,1,4.695012019231264e-06,-2.5934190461010628e-06,3.913734215815669e-06
2571,0,4.695012019231264e-06,-2.591917957158656e-06,3.914728491745568e-06
2572,2,4.695012019231264e-06,-2.590416487026597e-06,3.915722191941969e-06
2573,0,4.695012019231264e-06,-2.588914635925704e-06,3.916715316258729e-06
2574,1,4.695012019231265e-06,-2.5874124040768522e-06,3.917707864549791e-06
2575,0,4.695012019231265e-06,-2.585909791700973e-06,3.9186998366691815e-06
2576,4,4.6950120192312515e-06,-2.5844067990190455e-06,3.919691232471002e-06
2577,0,4.695012019231265e-06,-2.582903426252136e-06,3.920682051809483e-06
2578,1,4.695012019231266e-06,-2.5813996736213202e-06,3.921672294538873e-06
2579,0,4.695012019231266e-06,-2.5798955413477607e-06,3.922661960513548e-06
2580,2,4.695012019231266e-06,-2.5783910296526674e-06,3.92365104958796e-06
2581,0,4.695012019231266e-06,-2.5768861387573073e-06,3.924639561616646e-06
2582,1,4.695012019231266e-06,-2.5753808688830026e-06,3.9256274964542265e-06
2583,0,4.695012019231266e-06,-2.5738752202511312e-06,3.926614853955407e-06
2584,3,4.695012019231252e-06,-2.5723691930831186e-06,3.927601633974967e-06
2585,0,4.695012019231266e-06,-2.570862787600477e-06,3.928587836367816e-06
2586,1,4.695012019231267e-06,-2.5693560040247287e-06,3.929573460988881e-06
2587,0,4.695012019231266e-06,-2.567848842577482e-06,3.930558507693218e-06
2588,2,4.695012019231266e-06,-2.566341303480392e-06,3.931542976335959e-06
2589,0,4.695012019231266e-06,-2.5648333869551717e-06,3.932526866772319e-06
2590,1,4.695012019231267e-06,-2.563325093223588e-06,3.933510178857599e-06
2591,0,4.695012019231266e-06,-2.5618164225074624e-06,3.934492912447183e-06
2592,5,4.695012019231253e-06,-2.5603073750286658e-06,3.9354750673965335e-06
2593,0,4.695012019231267e-06,-2.5587979510091546e-06,3.936456643561238e-06
2594,1,4.6950120192312675e-06,-2.5572881506708955e-06,3.937437640796905e-06
2595,0,4.6950120192312675e-06,-2.5557779742359394e-06,3.938418058959269e-06
2596,2,4.6950120192312675e-06,-2.5542674219263857e-06,3.939397897904145e-06
2597,0,4.6950120192312675e-06,-2.5527564939643893e-06,3.940377157487428e-06
2598,1,4.6950120192312675e-06,-2.55124519057216e-06,3.9413558375651e-06
2599,0,4.6950120192312675e-06,-2.549733511971964e-06,3.942333937993227e-06
2600,3,4.695012019231255e-06,-2.5482214583861138e-06,3.94331145862795e-06
2601,0,4.695012019231269e-06,-2.5467090300370065e-06,3.944288399325542e-06
2602,1,4.695012019231269e-06,-2.5451962271470506e-06,3.94526475994229e-06
2603,0,4.695012019231269e-06,-2.5436830499387405e-06,3.946240540334614e-06
2604,2,4.69501201923127e-06,-2.5421694986346167e-06,3.947215740359008e-06
2605,0,4.69501201923127e-06,-2.5406555734572735e-06,3.948190359872049e-06
2606,1,4.69501201923127e-06,-2.5391412746293632e-06,3.9491643987304025e-06
2607,0,4.69501201923127e-06,-2.5376266023735913e-06,3.950137856790818e-06
2608,4,4.695012019231257e-06,-2.5361115569127108e-06,3.951110733910118e-06
2609,0,4.695012019231271e-06,-2.534596138469559e-06,3.952083029945258e-06
2610,1,4.695012019231272e-06,-2.533080347266985e-06,3.953054744753211e-06
2611,0,4.695012019231272e-06,-2.531564183527921e-06,3.954025878191077e-06
2612,2,4.695012019231273e-06,-2.5300476474753478e-06,3.9549964301160336e-06
2613,0,4.695012019231273e-06,-2.5285307393322985e-06,3.955966400385343e-06
2614,1,4.6950120192312735e-06,-2.5270134593218644e-06,3.9569357888563545e-06
2615,0,4.695012019231273e-06,-2.525495807667188e-06,3.9579045953865e-06
2616,3,4.69501201923126e-06,-2.5239777845914625e-06,3.958872819833287e-06
2617,0,4.6950120192312735e-06,-2.522459390317962e-06,3.959840462054356e-06
2618,1,4.695012019231274e-06,-2.520940625069973e-06,3.960807521907362e-06
2619,0,4.6950120192312735e-06,-2.5194214890708656e-06,3.961773999250092e-06
2620,2,4.695012019231275e-06,-2.5179019825440576e-06,3.962739893940408e-06
2621,0,4.695012019231275e-06,-2.516382105713019e-06,3.963705205836257e-06
2622,1,4.695012019231275e-06,-2.514861858801278e-06,3.964669934795672e-06
2623,0,4.695012019231276e-06,-2.5133412420324134e-06,3.965634080676772e-06
2624,6,4.6950120192312625e-06,-2.5118202556300537e-06,3.96659764333775e-06
2625,0,4.695012019231276e-06,-2.5102988998179097e-06,3.967560622636929e-06
2626,1,4.695012019231277e-06,-2.508777174819703e-06,3.968523018432654e-06
2627,0,4.695012019231277e-06,-2.5072550808592393e-06,3.969484830583395e-06
2628,2,4.695012019231278e-06,-2.505732618160371e-06,3.970446058947701e-06
2629,0,4.695012019231278e-06,-2.5042097869470034e-06,3.971406703384206e-06
2630,1,4.6950120192312786e-06,-2.502686587443098e-06,3.972366763751628e-06
2631,0,4.695012019231278e-06,-2.501163019872669e-06,3.973326239908774e-06
2632,3,4.695012019231264e-06,-2.499639084459778e-06,3.974285131714522e-06
2633,0,4.6950120192312786e-06,-2.4981147814285707e-06,3.975243439027885e-06
2634,1,4.695012019231278e-06,-2.4965901110032015e-06,3.976201161707891e-06
2635,0,4.6950120192312786e-06,-2.4950650734079093e-06,3.977158299613702e-06
2636,2,4.695012019231279e-06,-2.493539668866979e-06,3.978114852604551e-06
2637,0,4.695012019231279e-06,-2.4920138976047497e-06,3.97907082053976e-06
2638,1,4.69501201923128e-06,-2.4904877598456136e-06,3.980026203278737e-06
2639,0,4.695012019231279e-06,-2.4889612558140185e-06,3.980981000680973e-06
2640,4,4.695012019231267e-06,-2.487434385734458e-06,3.981935212606039e-06
2641,0,4.69501201923128e-06,-2.4859071498315075e-06,3.982888838913632e-06
2642,1,4.695012019231281e-06,-2.4843795483297552e-06,3.98384187946347e-06
2643,0,4.695012019231281e-06,-2.4828515814538686e-06,3.984794334115403e-06
2644,2,4.695012019231282e-06,-2.4813232494285646e-06,3.985746202729354e-06
2645,0,4.695012019231282e-06,-2.4797945524786135e-06,3.986697485165334e-06
2646,1,4.695012019231282e-06,-2.4782654908288374e-06,3.987648181283437e-06
2647,0,4.695012019231282e-06,-2.476736064704114e-06,3.988598290943848e-06
2648,3,4.695012019231268e-06,-2.4752062743293655e-06,3.9895478140068225e-06
2649,0,4.695012019231283e-06,-2.4736761199295988e-06,3.990496750332751e-06
2650,1,4.695012019231284e-06,-2.4721456017298296e-06,3.991445099782042e-06
2651,0,4.695012019231283e-06,-2.4706147199551553e-06,3.99239286221523e-06
2652,2,4.695012019231284e-06,-2.469083474830722e-06,3.993340037492933e-06
2653,0,4.695012019231284e-06,-2.467551866581727e-06,3.99428662547585e-06
2654,1,4.6950120192312845e-06,-2.466019895433421e-06,3.995232626024768e-06
2655,0,4.6950120192312845e-06,-2.4644875616111097e-06,3.996178039000559e-06
2656,5,4.695012019231272e-06,-2.462954865340144e-06,3.997122864264172e-06
2657,0,4.695012019231285e-06,-2.4614218068459563e-06,3.998067101676686e-06
2658,1,4.695012019231286e-06,-2.4598883863539907e-06,3.999010751099201e-06
2659,0,4.695012019231287e-06,-2.458354604089771e-06,3.999953812392947e-06
2660,2,4.695012019231286e-06,-2.456820460278869e-06,4.000896285419226e-06
2661,0,4.695012019231286e-06,-2.45528595514691e-06,4.001838170039434e-06
2662,1,4.695012019231286e-06,-2.45375108891957e-06,4.002779466115047e-06
2663,0,4.695012019231286e-06,-2.4522158618225806e-06,4.003720173507632e-06
2664,3,4.6950120192312735e-06,-2.450680274081718e-06,4.004660292078827e-06
2665,0,4.695012019231288e-06,-2.4491443259228396e-06,4.005599821690406e-06
2666,1,4.695012019231288e-06,-2.4476080175718153e-06,4.006538762204158e-06
2667,0,4.695012019231288e-06,-2.446071349254593e-06,4.007477113482006e-06
2668,2,4.695012019231289e-06,-2.4445343211971697e-06,4.008414875385949e-06
2669,0,4.695012019231289e-06,-2.4429969336255926e-06,4.009352047778071e-06
2670,1,4.695012019231289e-06,-2.4414591867659645e-06,4.010288630520544e-06
2671,0,4.695012019231289e-06,-2.4399210808444393e-06,4.011224623475625e-06
2672,4,4.695012019231275e-06,-2.4383826160872163e-06,4.012160026505648e-06
2673,0,4.6950120192312896e-06,-2.436843792720577e-06,4.01309483947308e-06
2674,1,4.6950120192312896e-06,-2.4353046109708126e-06,4.014029062240403e-06
2675,0,4.6950120192312896e-06,-2.4337650710642952e-06,4.014962694670235e-06
2676,2,4.6950120192312896e-06,-2.4322251732274427e-06,4.0158957366252684e-06
2677,0,4.6950120192312896e-06,-2.430684917686726e-06,4.016828187968281e-06
2678,1,4.6950120192312896e-06,-2.429144304668669e-06,4.017760048562139e-06
2679,0,4.69501201923129e-06,-2.427603334399846e-06,4.0186913182697955e-06
2680,3,4.695012019231276e-06,-2.426062007106879e-06,4.019621996954277e-06
2681,0,4.6950120192312896e-06,-2.4245203230164692e-06,4.020552084478746e-06
2682,1,4.69501201923129e-06,-2.42297828235533e-06,4.021481580706381e-06
2683,0,4.69501201923129e-06,-2.4214358853502535e-06,4.022410485500493e-06
2684,2,4.6950120192312896e-06,-2.419893132228078e-06,4.023338798724469e-06
2685,0,4.69501201923129e-06,-2.4183500232156936e-06,4.024266520241786e-06
2686,1,4.69501201923129e-06,-2.4168065585400434e-06,4.025193649916003e-06
2687,0,4.69501201923129e-06,-2.4152627384281223e-06,4.026120187610768e-06
2688,7,4.6950120192314946e-06,-2.4137185631070827e-06,4.027046133189993e-06
2689,0,4.695012019231292e-06,-2.4121740328037104e-06,4.027971486516976e-06
2690,1,4.695012019231291e-06,-2.41062914774547e-06,4.0288962474561485e-06
2691,0,4.695012019231291e-06,-2.409083908159462e-06,4.029820415871335e-06
2692,2,4.695012019231292e-06,-2.4075383142729425e-06,4.030743991626619e-06
2693,0,4.695012019231291e-06,-2.4059923663132196e-06,4.03166697458617e-06
2694,1,4.695012019231292e-06,-2.404446064507654e-06,4.032589364614249e-06
2695,0,4.695012019231292e-06,-2.402899409083657e-06,4.033511161575199e-06
2696,3,4.6950120192312786e-06,-2.401352400268687e-06,4.034432365333441e-06
2697,0,4.695012019231293e-06,-2.3998050382902817e-06,4.035352975753531e-06
2698,1,4.695012019231293e-06,-2.3982573233759876e-06,4.0362729927000415e-06
2699,0,4.695012019231293e-06,-2.396709255753432e-06,4.0371924160376765e-06
2700,2,4.695012019231294e-06,-2.3951608356502874e-06,4.03811124563122e-06
2701,0,4.695012019231293e-06,-2.3936120632942767e-06,4.03902948134554e-06
2702,1,4.695012019231293e-06,-2.3920629389131773e-06,4.039947123045592e-06
2703,0,4.695012019231294e-06,-2.390513462734815e-06,4.040864170596422e-06
2704,4,4.69501201923128e-06,-2.388963634987064e-06,4.041780623863148e-06
2705,0,4.695012019231294e-06,-2.387413455897874e-06,4.042696482711024e-06
2706,1,4.695012019231295e-06,-2.385862925695208e-06,4.04361174700532e-06
2707,0,4.695012019231295e-06,-2.3843120446071073e-06,4.044526416611443e-06
2708,2,4.6950120192312955e-06,-2.3827608128616566e-06,4.045440491394872e-06
2709,0,4.6950120192312955e-06,-2.381209230686994e-06,4.0463539712211755e-06
2710,1,4.695012019231296e-06,-2.3796572983113093e-06,4.047266855956011e-06
2711,0,4.695012019231296e-06,-2.3781050159628416e-06,4.04817914546512e-06
2712,3,4.695012019231283e-06,-2.376552383869877e-06,4.049090839614322e-06
2713,0,4.695012019231296e-06,-2.374999402260779e-06,4.05000193826957e-06
2714,1,4.695012019231296e-06,-2.3734460713639213e-06,4.050912441296837e-06
2715,0,4.695012019231296e-06,-2.3718923914077576e-06,4.0518223485622275e-06
2716,2,4.695012019231296e-06,-2.3703383626207854e-06,4.052731659931922e-06
2717,0,4.695012019231296e-06,-2.3687839852315533e-06,4.053640375272189e-06
2718,1,4.695012019231296e-06,-2.367229259468661e-06,4.054548494449386e-06
2719,0,4.695012019231297e-06,-2.3656741855607607e-06,4.055456017329959e-06
2720,5,4.695012019231284e-06,-2.3641187637365476e-06,4.0563629437804246e-06
2721,0,4.695012019231298e-06,-2.3625629942247956e-06,4.05726927366744e-06
2722,1,4.695012019231298e-06,-2.361006877254289e-06,4.0581750068576765e-06
2723,0,4.695012019231298e-06,-2.359450413053891e-06,4.05908014321794e-06
2724,2,4.695012019231297e-06,-2.3578936018525076e-06,4.059984682615115e-06
2725,0,4.695012019231298e-06,-2.3563364438790978e-06,4.060888624916172e-06
2726,1,4.695012019231298e-06,-2.3547789393626697e-06,4.061791969988169e-06
2727,0,4.695012019231298e-06,-2.3532210885322844e-06,4.062694717698252e-06
2728,3,4.6950120192312845e-06,-2.351662891617045e-06,4.063596867913645e-06
2729,0,4.695012019231298e-06,-2.350104348846134e-06,4.064498420501703e-06
2730,1,4.695012019231299e-06,-2.3485454604487443e-06,4.065399375329803e-06
2731,0,4.695012019231299e-06,-2.3469862266541453e-06,4.066299732265453e-06
2732,2,4.6950120192313e-06,-2.345426647691651e-06,4.06719949117624e-06
2733,0,4.6950120192313e-06,-2.343866723790627e-06,4.068098651929837e-06
2734,1,4.6950120192313e-06,-2.3423064551804894e-06,4.068997214394006e-06
2735,0,4.695012019231301e-06,-2.340745842090704e-06,4.069895178436596e-06
2736,4,4.695012019231286e-06,-2.339184884750782e-06,4.070792543925533e-06
2737,0,4.695012019231301e-06,-2.3376235833903106e-06,4.071689310728879e-06
2738,1,4.695012019231301e-06,-2.336061938238888e-06,4.072585478714713e-06
2739,0,4.6950120192313014e-06,-2.3344999495261904e-06,4.073481047751247e-06
2740,2,4.695012019231301e-06,-2.332937617481937e-06,4.07437601770677e-06
2741,0,4.695012019231301e-06,-2.331374942335897e-06,4.075270388449663e-06
2742,1,4.695012019231301e-06,-2.329811924317892e-06,4.076164159848391e-06
2743,0,4.6950120192313e-06,-2.3282485636577915e-06,4.077057331771507e-06
2744,3,4.695012019231287e-06,-2.326684860585511e-06,4.077949904087644e-06
2745,0,4.6950120192313014e-06,-2.325120815331042e-06,4.078841876665568e-06
2746,1,4.6950120192313014e-06,-2.3235564281243864e-06,4.07973324937406e-06
2747,0,4.695012019231301e-06,-2.3219916991956223e-06,4.08062402208204e-06
2748,2,4.6950120192313014e-06,-2.320426628774873e-06,4.081514194658505e-06
2749,0,4.695012019231302e-06,-2.3188612170923107e-06,4.0824037669725365e-06
2750,1,4.6950120192313014e-06,-2.3172954643781586e-06,4.083292738893306e-06
2751,0,4.695012019231302e-06,-2.3157293708626892e-06,4.084181110290077e-06
2752,6,4.695012019231289e-06,-2.3141629367762193e-06,4.085068881032182e-06
2753,0,4.695012019231303e-06,-2.3125961623491423e-06,4.085956050989097e-06
2754,1,4.695012019231303e-06,-2.3110290478118608e-06,4.086842620030309e-06
2755,0,4.695012019231303e-06,-2.3094615933948554e-06,4.087728588025445e-06
2756,2,4.695012019231304e-06,-2.3078937993286496e-06,4.088613954844205e-06
2757,0,4.695012019231304e-06,-2.306325665843816e-06,4.0894987203563815e-06
2758,1,4.695012019231304e-06,-2.304757193170978e-06,4.090382884431852e-06
2759,0,4.695012019231304e-06,-2.303188381540808e-06,4.091266446940585e-06
2760,3,4.69501201923129e-06,-2.301619231184023e-06,4.092149407752623e-06
2761,0,4.695012019231304e-06,-2.3000497423314154e-06,4.093031766738147e-06
2762,1,4.695012019231305e-06,-2.2984799152137883e-06,4.093913523767353e-06
2763,0,4.695012019231304e-06,-2.2969097500620193e-06,4.094794678710575e-06
2764,2,4.695012019231305e-06,-2.2953392471070315e-06,4.095675231438223e-06
2765,0,4.695012019231304e-06,-2.2937684065797957e-06,4.096555181820793e-06
2766,1,4.695012019231305e-06,-2.2921972287113336e-06,4.097434529728876e-06
2767,0,4.695012019231305e-06,-2.2906257137327162e-06,4.098313275033145e-06
2768,4,4.695012019231292e-06,-2.289053861875057e-06,4.099191417604352e-06
2769,0,4.695012019231305e-06,-2.287481673369546e-06,4.100068957313386e-06
2770,1,4.695012019231305e-06,-2.2859091484473826e-06,4.100945894031154e-06
2771,0,4.695012019231306e-06,-2.2843362873398427e-06,4.101822227628697e-06
2772,2,4.695012019231306e-06,-2.2827630902782445e-06,4.102697957977134e-06
2773,0,4.695012019231306e-06,-2.281189557493956e-06,4.103573084947672e-06
2774,1,4.695012019231306e-06,-2.2796156892183945e-06,4.104447608411608e-06
2775,0,4.6950120192313065e-06,-2.2780414856830267e-06,4.1053215282403274e-06
2776,3,4.695012019231293e-06,-2.2764669471193615e-06,4.106194844305291e-06
2777,0,4.695012019231306e-06,-2.274892073758984e-06,4.107067556478098e-06
2778,1,4.695012019231306e-06,-2.2733168658334885e-06,4.1079396646303644e-06
2779,0,4.6950120192313065e-06,-2.2717413235745453e-06,4.108811168633843e-06
2780,2,4.6950120192313065e-06,-2.270165447213867e-06,4.109682068360361e-06
2781,0,4.695012019231307e-06,-2.268589236983216e-06,4.110552363681838e-06
2782,1,4.6950120192313065e-06,-2.2670126931144026e-06,4.111422054470279e-06
2783,0,4.695012019231307e-06,-2.2654358158392876e-06,4.112291140597783e-06
2784,5,4.695012019231294e-06,-2.263858605389773e-06,4.113159621936521e-06
2785,0,4.695012019231307e-06,-2.2622810619978363e-06,4.114027498358802e-06
2786,1,4.695012019231307e-06,-2.2607031858954657e-06,4.114894769736953e-06
2787,0,4.695012019231307e-06,-2.2591249773147227e-06,4.1157614359434384e-06
2788,2,4.695012019231307e-06,-2.257546436487713e-06,4.116627496850798e-06
2789,0,4.695012019231307e-06,-2.25596756364659e-06,4.117492952331662e-06
2790,1,4.695012019231307e-06,-2.2543883590235566e-06,4.118357802258749e-06
2791,0,4.695012019231308e-06,-2.2528088228508635e-06,4.119222046504868e-06
2792,3,4.695012019231295e-06,-2.251228955360805e-06,4.120085684942902e-06
2793,0,4.695012019231308e-06,-2.249648756785749e-06,4.1209487174458724e-06
2794,1,4.695012019231309e-06,-2.2480682273580736e-06,4.121811143886821e-06
2795,0,4.695012019231309e-06,-2.2464873673102318e-06,4.122672964138921e-06
2796,2,4.69501201923131e-06,-2.244906176874718e-06,4.123534178075428e-06
2797,0,4.695012019231309e-06,-2.2433246562840756e-06,4.124394785569683e-06
2798,1,4.69501201923131e-06,-2.241742805770897e-06,4.125254786495119e-06
2799,0,4.69501201923131e-06,-2.2401606255678225e-06,4.126114180725255e-06
2800,4,4.695012019231296e-06,-2.2385781159075344e-06,4.126972968133691e-06
2801,0,4.695012019231311e-06,-2.2369952770227895e-06,4.127831148594163e-06
2802,1,4.695012019231311e-06,-2.2354121091463546e-06,4.12868872198042e-06
2803,0,4.695012019231312e-06,-2.2338286125110697e-06,4.129545688166356e-06
2804,2,4.695012019231312e-06,-2.2322447873498186e-06,4.130402047025936e-06
2805,0,4.695012019231312e-06,-2.230660633895531e-06,4.131257798433216e-06
2806,1,4.695012019231312e-06,-2.2290761523811867e-06,4.132112942262343e-06
2807,0,4.695012019231312e-06,-2.2274913430398134e-06,4.132967478387553e-06
2808,3,4.695012019231298e-06,-2.2259062061044794e-06,4.133821406683157e-06
2809,0,4.695012019231312e-06,-2.224320741808328e-06,4.134674727023606e-06
2810,1,4.6950120192313124e-06,-2.2227349503845126e-06,4.135527439283367e-06
2811,0,4.695012019231313e-06,-2.221148832066259e-06,4.136379543337045e-06
2812,2,4.6950120192313124e-06,-2.2195623870868356e-06,4.1372310390593215e-06
2813,0,4.6950120192313124e-06,-2.217975615679559e-06,4.138081926324969e-06
2814,1,4.695012019231313e-06,-2.2163885180777925e-06,4.13893220500885e-06
2815,0,4.6950120192313124e-06,-2.2148010945149485e-06,4.139781874985912e-06
2816,8,4.6950120192315166e-06,-2.2132133452245834e-06,4.1406309361313776e-06
2817,0,4.695012019231313e-06,-2.2116252704399177e-06,4.141479388319837e-06
2818,1,4.695012019231313e-06,-2.210036870394794e-06,4.142327231427049e-06
2819,0,4.695012019231313e-06,-2.208448145322721e-06,4.143174465328141e-06
2820,2,4.695012019231314e-06,-2.2068590954573503e-06,4.144021089898514e-06
2821,0,4.695012019231314e-06,-2.205269721032381e-06,4.144867105013654e-06
2822,1,4.695012019231314e-06,-2.203680022281559e-06,4.14571251054914e-06
2823,0,4.695012019231314e-06,-2.2020899994386804e-06,4.146557306380638e-06
2824,3,4.6950120192313014e-06,-2.200499652737581e-06,4.147401492383896e-06
2825,0,4.695012019231315e-06,-2.1989089824121696e-06,4.148245068434794e-06
2826,1,4.695012019231315e-06,-2.197317988696365e-06,4.149088034409233e-06
2827,0,4.695012019231316e-06,-2.195726671824158e-06,4.149930390183252e-06
2828,2,4.695012019231316e-06,-2.1941350320295817e-06,4.150772135632967e-06
2829,0,4.695012019231316e-06,-2.1925430695467166e-06,4.151613270634583e-06
2830,1,4.695012019231316e-06,-2.19095078460969e-06,4.1524537950643955e-06
2831,0,4.695012019231316e-06,-2.1893581774526777e-06,4.15329370879879e-06
2832,4,4.695012019231302e-06,-2.1877652483098944e-06,4.154133011714229e-06
2833,0,4.695012019231316e-06,-2.18617199741563e-06,4.154971703687315e-06
2834,1,4.695012019231316e-06,-2.184578425004182e-06,4.155809784594666e-06
2835,0,4.695012019231317e-06,-2.1829845313099217e-06,4.156647254313039e-06
2836,2,4.695012019231316e-06,-2.18139031656726e-06,4.157484112719267e-06
2837,0,4.695012019231317e-06,-2.179795781010657e-06,4.158320359690276e-06
2838,1,4.695012019231317e-06,-2.1782009248746176e-06,4.159155995103079e-06
2839,0,4.6950120192313175e-06,-2.1766057483936956e-06,4.1599910188347825e-06
2840,3,4.695012019231304e-06,-2.175010251802485e-06,4.160825430762566e-06
