residue_a,count_A,count_B,hat_p
989,4,4,1.0
991,4,0,0.0
993,4,4,1.0
995,4,0,0.0
997,4,4,1.0
999,4,0,0.0
1001,4,4,1.0
1003,4,0,0.0
1005,4,4,1.0
1007,4,0,0.0
1009,4,4,1.0
1011,4,0,0.0
1013,4,4,1.0
1015,4,0,0.0
1017,4,4,1.0
1019,4,0,0.0
1021,4,4,1.0
1023,4,0,0.0
1025,4,4,1.0
1027,4,0,0.0
1029,4,4,1.0
1031,4,0,0.0
1033,4,4,1.0
1035,4,0,0.0
1037,4,4,1.0
1039,4,0,0.0
1041,4,4,1.0
1043,4,0,0.0
1045,4,4,1.0
1047,4,0,0.0
1049,4,4,1.0
1051,4,0,0.0
1053,4,4,1.0
1055,4,0,0.0
1057,4,4,1.0
1059,4,0,0.0
1061,4,4,1.0
1063,4,0,0.0
1065,4,4,1.0
1067,4,0,0.0
1069,4,4,1.0
1071,4,0,0.0
1073,4,4,1.0
1075,4,0,0.0
1077,4,4,1.0
1079,4,0,0.0
1081,4,4,1.0
1083,4,0,0.0
1085,4,4,1.0
1087,4,0,0.0
1089,4,4,1.0
1091,4,0,0.0
1093,4,4,1.0
1095,4,0,0.0
1097,4,4,1.0
1099,4,0,0.0
1101,4,4,1.0
1103,4,0,0.0
1105,4,4,1.0
1107,4,0,0.0
1109,4,4,1.0
1111,4,0,0.0
1113,4,4,1.0
1115,4,0,0.0
1117,4,4,1.0
1119,4,0,0.0
1121,4,4,1.0
1123,4,0,0.0
1125,4,4,1.0
1127,4,0,0.0
1129,4,4,1.0
1131,4,0,0.0
1133,4,4,1.0
1135,4,0,0.0
1137,4,4,1.0
1139,4,0,0.0
1141,4,4,1.0
1143,4,0,0.0
1145,4,4,1.0
1147,4,0,0.0
1149,4,4,1.0
1151,4,0,0.0
1153,4,4,1.0
1155,4,0,0.0
1157,4,4,1.0
1159,4,0,0.0
1161,4,4,1.0
1163,4,0,0.0
1165,4,4,1.0
1167,4,0,0.0
1169,4,4,1.0
1171,4,0,0.0
1173,4,4,1.0
1175,4,0,0.0
1177,4,4,1.0
1179,4,0,0.0
1181,4,4,1.0
1183,4,0,0.0
1185,4,4,1.0
1187,4,0,0.0
1189,4,4,1.0
1191,4,0,0.0
1193,4,4,1.0
1195,4,0,0.0
1197,4,4,1.0
1199,4,0,0.0
1201,4,4,1.0
1203,4,0,0.0
1205,4,4,1.0
1207,4,0,0.0
1209,4,4,1.0
1211,4,0,0.0
1213,4,4,1.0
1215,4,0,0.0
1217,4,4,1.0
1219,4,0,0.0
1221,4,4,1.0
1223,4,0,0.0
1225,4,4,1.0
1227,4,0,0.0
1229,4,4,1.0
1231,4,0,0.0
1233,4,4,1.0
1235,4,0,0.0
1237,4,4,1.0
1239,4,0,0.0
1241,4,4,1.0
1243,4,0,0.0
1245,4,4,1.0
1247,4,0,0.0
1249,4,4,1.0
1251,4,0,0.0
1253,4,4,1.0
1255,4,0,0.0
1257,4,4,1.0
1259,4,0,0.0
1261,4,4,1.0
1263,4,0,0.0
1265,4,4,1.0
1267,4,0,0.0
1269,4,4,1.0
1271,4,0,0.0
1273,4,4,1.0
1275,4,0,0.0
1277,4,4,1.0
1279,4,0,0.0
1281,4,4,1.0
1283,4,0,0.0
1285,4,4,1.0
1287,4,0,0.0
1289,4,4,1.0
1291,4,0,0.0
1293,4,4,1.0
1295,4,0,0.0
1297,4,4,1.0
1299,4,0,0.0
1301,4,4,1.0
1303,4,0,0.0
1305,4,4,1.0
1307,4,0,0.0
1309,4,4,1.0
1311,4,0,0.0
1313,4,4,1.0
1315,4,0,0.0
1317,4,4,1.0
1319,4,0,0.0
1321,4,4,1.0
1323,4,0,0.0
1325,4,4,1.0
1327,4,0,0.0
1329,4,4,1.0
1331,4,0,0.0
1333,4,4,1.0
1335,4,0,0.0
1337,4,4,1.0
1339,4,0,0.0
1341,4,4,1.0
1343,4,0,0.0
1345,4,4,1.0
1347,4,0,0.0
1349,4,4,1.0
1351,4,0,0.0
1353,4,4,1.0
1355,4,0,0.0
1357,4,4,1.0
1359,4,0,0.0
1361,4,4,1.0
1363,4,0,0.0
1365,4,4,1.0
1367,4,0,0.0
1369,4,4,1.0
1371,4,0,0.0
1373,4,4,1.0
1375,4,0,0.0
1377,4,4,1.0
1379,4,0,0.0
1381,4,4,1.0
1383,4,0,0.0
1385,4,4,1.0
1387,4,0,0.0
1389,4,4,1.0
1391,4,0,0.0
1393,4,4,1.0
1395,4,0,0.0
1397,4,4,1.0
1399,4,0,0.0
1401,4,4,1.0
1403,4,0,0.0
1405,4,4,1.0
1407,4,0,0.0
1409,4,4,1.0
1411,4,0,0.0
1413,4,4,1.0
1415,4,0,0.0
1417,4,4,1.0
1419,4,0,0.0
1421,4,4,1.0
1423,4,0,0.0
1425,4,4,1.0
1427,4,0,0.0
1429,4,4,1.0
1431,4,0,0.0
1433,4,4,1.0
1435,4,0,0.0
1437,4,4,1.0
1439,4,0,0.0
1441,4,4,1.0
1443,4,0,0.0
1445,4,4,1.0
1447,4,0,0.0
1449,4,4,1.0
1451,4,0,0.0
1453,4,4,1.0
1455,4,0,0.0
1457,4,4,1.0
1459,4,0,0.0
1461,4,4,1.0
1463,4,0,0.0
1465,4,4,1.0
1467,4,0,0.0
1469,4,4,1.0
1471,4,0,0.0
1473,4,4,1.0
1475,4,0,0.0
1477,4,4,1.0
1479,4,0,0.0
1481,4,4,1.0
1483,4,0,0.0
1485,4,4,1.0
1487,4,0,0.0
1489,4,4,1.0
1491,4,0,0.0
1493,4,4,1.0
1495,4,0,0.0
1497,4,4,1.0
1499,4,0,0.0
1501,4,4,1.0
1503,4,0,0.0
1505,4,4,1.0
1507,4,0,0.0
1509,4,4,1.0
1511,4,0,0.0
1513,4,4,1.0
1515,4,0,0.0
1517,4,4,1.0
1519,4,0,0.0
1521,4,4,1.0
1523,4,0,0.0
1525,4,4,1.0
1527,4,0,0.0
1529,4,4,1.0
1531,4,0,0.0
1533,4,4,1.0
1535,4,0,0.0
1537,4,4,1.0
1539,4,0,0.0
1541,4,4,1.0
1543,4,0,0.0
1545,4,4,1.0
1547,4,0,0.0
1549,4,4,1.0
1551,4,0,0.0
1553,4,4,1.0
1555,4,0,0.0
1557,4,4,1.0
1559,4,0,0.0
1561,4,4,1.0
1563,4,0,0.0
1565,4,4,1.0
1567,4,0,0.0
1569,4,4,1.0
1571,4,0,0.0
1573,4,4,1.0
1575,4,0,0.0
1577,4,4,1.0
1579,4,0,0.0
1581,4,4,1.0
1583,4,0,0.0
1585,4,4,1.0
1587,4,0,0.0
1589,4,4,1.0
1591,4,0,0.0
1593,4,4,1.0
1595,4,0,0.0
1597,4,4,1.0
1599,4,0,0.0
1601,4,4,1.0
1603,4,0,0.0
1605,4,4,1.0
1607,4,0,0.0
1609,4,4,1.0
1611,4,0,0.0
1613,4,4,1.0
1615,4,0,0.0
1617,4,4,1.0
1619,4,0,0.0
1621,4,4,1.0
1623,4,0,0.0
1625,4,4,1.0
1627,4,0,0.0
1629,4,4,1.0
1631,4,0,0.0
1633,4,4,1.0
1635,4,0,0.0
1637,4,4,1.0
1639,4,0,0.0
1641,4,4,1.0
1643,4,0,0.0
1645,4,4,1.0
1647,4,0,0.0
1649,4,4,1.0
1651,4,0,0.0
1653,4,4,1.0
1655,4,0,0.0
1657,4,4,1.0
1659,4,0,0.0
1661,4,4,1.0
1663,4,0,0.0
1665,4,4,1.0
1667,4,0,0.0
1669,4,4,1.0
1671,4,0,0.0
1673,4,4,1.0
1675,4,0,0.0
1677,4,4,1.0
1679,4,0,0.0
1681,4,4,1.0
1683,4,0,0.0
1685,4,4,1.0
1687,4,0,0.0
1689,4,4,1.0
1691,4,0,0.0
1693,4,4,1.0
1695,4,0,0.0
1697,4,4,1.0
1699,4,0,0.0
1701,4,4,1.0
1703,4,0,0.0
1705,4,4,1.0
1707,4,0,0.0
1709,4,4,1.0
1711,4,0,0.0
1713,4,4,1.0
1715,4,0,0.0
1717,4,4,1.0
1719,4,0,0.0
1721,4,4,1.0
1723,4,0,0.0
1725,4,4,1.0
1727,4,0,0.0
1729,4,4,1.0
1731,4,0,0.0
1733,4,4,1.0
1735,4,0,0.0
1737,4,4,1.0
1739,4,0,0.0
1741,4,4,1.0
1743,4,0,0.0
1745,4,4,1.0
1747,4,0,0.0
1749,4,4,1.0
1751,4,0,0.0
1753,4,4,1.0
1755,4,0,0.0
1757,4,4,1.0
1759,4,0,0.0
1761,4,4,1.0
1763,4,0,0.0
1765,4,4,1.0
1767,4,0,0.0
1769,4,4,1.0
1771,4,0,0.0
1773,4,4,1.0
1775,4,0,0.0
1777,4,4,1.0
1779,4,0,0.0
1781,4,4,1.0
1783,4,0,0.0
1785,4,4,1.0
1787,4,0,0.0
1789,4,4,1.0
1791,4,0,0.0
1793,4,4,1.0
1795,4,0,0.0
1797,4,4,1.0
1799,4,0,0.0
1801,4,4,1.0
1803,4,0,0.0
1805,4,4,1.0
1807,4,0,0.0
1809,4,4,1.0
1811,4,0,0.0
1813,4,4,1.0
1815,4,0,0.0
1817,4,4,1.0
1819,4,0,0.0
1821,4,4,1.0
1823,4,0,0.0
1825,4,4,1.0
1827,4,0,0.0
1829,4,4,1.0
1831,4,0,0.0
1833,4,4,1.0
1835,4,0,0.0
1837,4,4,1.0
1839,4,0,0.0
1841,4,4,1.0
1843,4,0,0.0
1845,4,4,1.0
1847,4,0,0.0
1849,4,4,1.0
1851,4,0,0.0
1853,4,4,1.0
1855,4,0,0.0
1857,4,4,1.0
1859,4,0,0.0
1861,4,4,1.0
1863,4,0,0.0
1865,4,4,1.0
1867,4,0,0.0
1869,4,4,1.0
1871,4,0,0.0
1873,4,4,1.0
1875,4,0,0.0
1877,4,4,1.0
1879,4,0,0.0
1881,4,4,1.0
1883,4,0,0.0
1885,4,4,1.0
1887,4,0,0.0
1889,4,4,1.0
1891,4,0,0.0
1893,4,4,1.0
1895,4,0,0.0
1897,4,4,1.0
1899,4,0,0.0
1901,4,4,1.0
1903,4,0,0.0
1905,4,4,1.0
1907,4,0,0.0
1909,4,4,1.0
1911,4,0,0.0
1913,4,4,1.0
1915,4,0,0.0
1917,4,4,1.0
1919,4,0,0.0
1921,4,4,1.0
1923,4,0,0.0
1925,4,4,1.0
1927,4,0,0.0
1929,4,4,1.0
1931,4,0,0.0
1933,4,4,1.0
1935,4,0,0.0
1937,4,4,1.0
1939,4,0,0.0
1941,4,4,1.0
1943,4,0,0.0
1945,4,4,1.0
1947,4,0,0.0
1949,4,4,1.0
1951,4,0,0.0
1953,4,4,1.0
1955,4,0,0.0
1957,4,4,1.0
1959,4,0,0.0
1961,4,4,1.0
1963,4,0,0.0
1965,4,4,1.0
1967,4,0,0.0
1969,4,4,1.0
1971,4,0,0.0
1973,4,4,1.0
1975,4,0,0.0
1977,4,4,1.0
1979,4,0,0.0
1981,4,4,1.0
1983,4,0,0.0
1985,4,4,1.0
1987,4,0,0.0
1989,4,4,1.0
1991,4,0,0.0
1993,4,4,1.0
1995,4,0,0.0
1997,4,4,1.0
1999,4,0,0.0
2001,4,4,1.0
2003,4,0,0.0
2005,4,4,1.0
2007,4,0,0.0
2009,4,4,1.0
2011,4,0,0.0
2013,4,4,1.0
2015,4,0,0.0
2017,4,4,1.0
2019,4,0,0.0
2021,4,4,1.0
2023,4,0,0.0
2025,4,4,1.0
2027,4,0,0.0
2029,4,4,1.0
2031,4,0,0.0
2033,4,4,1.0
2035,4,0,0.0
2037,4,4,1.0
2039,4,0,0.0
2041,4,4,1.0
2043,4,0,0.0
2045,4,4,1.0
2047,4,0,0.0
2049,4,4,1.0
2051,4,0,0.0
2053,4,4,1.0
2055,4,0,0.0
2057,4,4,1.0
2059,4,0,0.0
2061,4,4,1.0
2063,4,0,0.0
2065,4,4,1.0
2067,4,0,0.0
2069,4,4,1.0
2071,4,0,0.0
2073,4,4,1.0
2075,4,0,0.0
2077,4,4,1.0
2079,4,0,0.0
2081,4,4,1.0
2083,4,0,0.0
2085,4,4,1.0
2087,4,0,0.0
2089,4,4,1.0
2091,4,0,0.0
2093,4,4,1.0
2095,4,0,0.0
2097,4,4,1.0
2099,4,0,0.0
2101,4,4,1.0
2103,4,0,0.0
2105,4,4,1.0
2107,4,0,0.0
2109,4,4,1.0
2111,4,0,0.0
2113,4,4,1.0
2115,4,0,0.0
2117,4,4,1.0
2119,4,0,0.0
2121,4,4,1.0
2123,4,0,0.0
2125,4,4,1.0
2127,4,0,0.0
2129,4,4,1.0
2131,4,0,0.0
2133,4,4,1.0
2135,4,0,0.0
2137,4,4,1.0
2139,4,0,0.0
2141,4,4,1.0
2143,4,0,0.0
2145,4,4,1.0
2147,4,0,0.0
2149,4,4,1.0
2151,4,0,0.0
2153,4,4,1.0
2155,4,0,0.0
2157,4,4,1.0
2159,4,0,0.0
2161,4,4,1.0
2163,4,0,0.0
2165,4,4,1.0
2167,4,0,0.0
2169,4,4,1.0
2171,4,0,0.0
2173,4,4,1.0
2175,4,0,0.0
2177,4,4,1.0
2179,4,0,0.0
2181,4,4,1.0
2183,4,0,0.0
2185,4,4,1.0
2187,4,0,0.0
2189,4,4,1.0
2191,4,0,0.0
2193,4,4,1.0
2195,4,0,0.0
2197,4,4,1.0
2199,4,0,0.0
2201,4,4,1.0
2203,4,0,0.0
2205,4,4,1.0
2207,4,0,0.0
2209,4,4,1.0
2211,4,0,0.0
2213,4,4,1.0
2215,4,0,0.0
2217,4,4,1.0
2219,4,0,0.0
2221,4,4,1.0
2223,4,0,0.0
2225,4,4,1.0
2227,4,0,0.0
2229,4,4,1.0
2231,4,0,0.0
2233,4,4,1.0
2235,4,0,0.0
2237,4,4,1.0
2239,4,0,0.0
2241,4,4,1.0
2243,4,0,0.0
2245,4,4,1.0
2247,4,0,0.0
2249,4,4,1.0
2251,4,0,0.0
2253,4,4,1.0
2255,4,0,0.0
2257,4,4,1.0
2259,4,0,0.0
2261,4,4,1.0
2263,4,0,0.0
2265,4,4,1.0
2267,4,0,0.0
2269,4,4,1.0
2271,4,0,0.0
2273,4,4,1.0
2275,4,0,0.0
2277,4,4,1.0
2279,4,0,0.0
2281,4,4,1.0
2283,4,0,0.0
2285,4,4,1.0
2287,4,0,0.0
2289,4,4,1.0
2291,4,0,0.0
2293,4,4,1.0
2295,4,0,0.0
2297,4,4,1.0
2299,4,0,0.0
2301,4,4,1.0
2303,4,0,0.0
2305,4,4,1.0
2307,4,0,0.0
2309,4,4,1.0
2311,4,0,0.0
2313,4,4,1.0
2315,4,0,0.0
2317,4,4,1.0
2319,4,0,0.0
2321,4,4,1.0
2323,4,0,0.0
2325,4,4,1.0
2327,4,0,0.0
2329,4,4,1.0
2331,4,0,0.0
2333,4,4,1.0
2335,4,0,0.0
2337,4,4,1.0
2339,4,0,0.0
2341,4,4,1.0
2343,4,0,0.0
2345,4,4,1.0
2347,4,0,0.0
2349,4,4,1.0
2351,4,0,0.0
2353,4,4,1.0
2355,4,0,0.0
2357,4,4,1.0
2359,4,0,0.0
2361,4,4,1.0
2363,4,0,0.0
2365,4,4,1.0
2367,4,0,0.0
2369,4,4,1.0
2371,4,0,0.0
2373,4,4,1.0
2375,4,0,0.0
2377,4,4,1.0
2379,4,0,0.0
2381,4,4,1.0
2383,4,0,0.0
2385,4,4,1.0
2387,4,0,0.0
2389,4,4,1.0
2391,4,0,0.0
2393,4,4,1.0
2395,4,0,0.0
2397,4,4,1.0
2399,4,0,0.0
2401,4,4,1.0
2403,4,0,0.0
2405,4,4,1.0
2407,4,0,0.0
2409,4,4,1.0
2411,4,0,0.0
2413,4,4,1.0
2415,4,0,0.0
2417,4,4,1.0
2419,4,0,0.0
2421,4,4,1.0
2423,4,0,0.0
2425,4,4,1.0
2427,4,0,0.0
2429,4,4,1.0
2431,4,0,0.0
2433,4,4,1.0
2435,4,0,0.0
2437,4,4,1.0
2439,4,0,0.0
2441,4,4,1.0
2443,4,0,0.0
2445,4,4,1.0
2447,4,0,0.0
2449,4,4,1.0
2451,4,0,0.0
2453,4,4,1.0
2455,4,0,0.0
2457,4,4,1.0
2459,4,0,0.0
2461,4,4,1.0
2463,4,0,0.0
2465,4,4,1.0
2467,4,0,0.0
2469,4,4,1.0
2471,4,0,0.0
2473,4,4,1.0
2475,4,0,0.0
2477,4,4,1.0
2479,4,0,0.0
2481,4,4,1.0
2483,4,0,0.0
2485,4,4,1.0
2487,4,0,0.0
2489,4,4,1.0
2491,4,0,0.0
2493,4,4,1.0
2495,4,0,0.0
2497,4,4,1.0
2499,4,0,0.0
2501,4,4,1.0
2503,4,0,0.0
2505,4,4,1.0
2507,4,0,0.0
2509,4,4,1.0
2511,4,0,0.0
2513,4,4,1.0
2515,4,0,0.0
2517,4,4,1.0
2519,4,0,0.0
2521,4,4,1.0
2523,4,0,0.0
2525,4,4,1.0
2527,4,0,0.0
2529,4,4,1.0
2531,4,0,0.0
2533,4,4,1.0
2535,4,0,0.0
2537,4,4,1.0
2539,4,0,0.0
2541,4,4,1.0
2543,4,0,0.0
2545,4,4,1.0
2547,4,0,0.0
2549,4,4,1.0
2551,4,0,0.0
2553,4,4,1.0
2555,4,0,0.0
2557,4,4,1.0
2559,4,0,0.0
2561,4,4,1.0
2563,4,0,0.0
2565,4,4,1.0
2567,4,0,0.0
2569,4,4,1.0
2571,4,0,0.0
2573,4,4,1.0
2575,4,0,0.0
2577,4,4,1.0
2579,4,0,0.0
2581,4,4,1.0
2583,4,0,0.0
2585,4,4,1.0
2587,4,0,0.0
2589,4,4,1.0
2591,4,0,0.0
2593,4,4,1.0
2595,4,0,0.0
2597,4,4,1.0
2599,4,0,0.0
2601,4,4,1.0
2603,4,0,0.0
2605,4,4,1.0
2607,4,0,0.0
2609,4,4,1.0
2611,4,0,0.0
2613,4,4,1.0
2615,4,0,0.0
2617,4,4,1.0
2619,4,0,0.0
2621,4,4,1.0
2623,4,0,0.0
2625,4,4,1.0
2627,4,0,0.0
