residue_a,count_A,count_B,hat_p
457,49,49,1.0
459,49,0,0.0
461,49,49,1.0
463,49,0,0.0
465,49,49,1.0
467,49,0,0.0
469,49,49,1.0
471,49,0,0.0
473,49,49,1.0
475,49,0,0.0
477,49,49,1.0
479,49,0,0.0
481,49,49,1.0
483,49,0,0.0
485,49,49,1.0
487,49,0,0.0
489,49,49,1.0
491,49,0,0.0
493,49,49,1.0
495,49,0,0.0
497,49,49,1.0
499,49,0,0.0
501,49,49,1.0
503,49,0,0.0
505,49,49,1.0
507,49,0,0.0
509,49,49,1.0
511,49,0,0.0
513,49,49,1.0
515,49,0,0.0
517,49,49,1.0
519,49,0,0.0
521,49,49,1.0
523,49,0,0.0
525,49,49,1.0
527,49,0,0.0
529,49,49,1.0
531,49,0,0.0
533,49,49,1.0
535,49,0,0.0
537,49,49,1.0
539,49,0,0.0
541,49,49,1.0
543,49,0,0.0
545,49,49,1.0
547,49,0,0.0
549,49,49,1.0
551,49,0,0.0
553,49,49,1.0
555,49,0,0.0
557,49,49,1.0
559,49,0,0.0
561,49,49,1.0
563,49,0,0.0
565,49,49,1.0
567,49,0,0.0
569,49,49,1.0
571,49,0,0.0
573,49,49,1.0
575,49,0,0.0
577,49,49,1.0
579,49,0,0.0
581,49,49,1.0
583,49,0,0.0
585,49,49,1.0
587,49,0,0.0
589,49,49,1.0
591,49,0,0.0
593,49,49,1.0
595,49,0,0.0
597,49,49,1.0
599,49,0,0.0
601,49,49,1.0
603,49,0,0.0
605,49,49,1.0
607,49,0,0.0
609,49,49,1.0
611,49,0,0.0
613,49,49,1.0
615,49,0,0.0
617,49,49,1.0
619,49,0,0.0
621,49,49,1.0
623,49,0,0.0
625,49,49,1.0
627,49,0,0.0
629,49,49,1.0
631,49,0,0.0
633,49,49,1.0
635,49,0,0.0
637,49,49,1.0
639,49,0,0.0
641,49,49,1.0
643,49,0,0.0
645,49,49,1.0
647,49,0,0.0
649,49,49,1.0
651,49,0,0.0
653,49,49,1.0
655,49,0,0.0
657,49,49,1.0
659,49,0,0.0
661,49,49,1.0
663,49,0,0.0
665,49,49,1.0
667,49,0,0.0
669,49,49,1.0
671,49,0,0.0
673,49,49,1.0
675,49,0,0.0
677,49,49,1.0
679,49,0,0.0
681,49,49,1.0
683,49,0,0.0
685,49,49,1.0
687,49,0,0.0
689,49,49,1.0
691,49,0,0.0
693,49,49,1.0
695,49,0,0.0
697,49,49,1.0
699,49,0,0.0
701,49,49,1.0
703,49,0,0.0
705,49,49,1.0
707,49,0,0.0
709,49,49,1.0
711,49,0,0.0
713,49,49,1.0
715,49,0,0.0
717,49,49,1.0
719,49,0,0.0
721,49,49,1.0
723,49,0,0.0
725,49,49,1.0
727,49,0,0.0
729,49,49,1.0
731,49,0,0.0
733,49,49,1.0
735,49,0,0.0
737,49,49,1.0
739,49,0,0.0
741,49,49,1.0
743,49,0,0.0
745,49,49,1.0
747,49,0,0.0
749,49,49,1.0
751,49,0,0.0
753,49,49,1.0
755,49,0,0.0
757,49,49,1.0
759,49,0,0.0
761,49,49,1.0
763,49,0,0.0
765,49,49,1.0
767,49,0,0.0
769,49,49,1.0
771,49,0,0.0
773,49,49,1.0
775,49,0,0.0
777,49,49,1.0
779,49,0,0.0
781,49,49,1.0
783,49,0,0.0
785,49,49,1.0
787,49,0,0.0
789,49,49,1.0
791,49,0,0.0
793,49,49,1.0
795,49,0,0.0
797,49,49,1.0
799,49,0,0.0
801,49,49,1.0
803,49,0,0.0
805,49,49,1.0
807,49,0,0.0
809,49,49,1.0
811,49,0,0.0
813,49,49,1.0
815,49,0,0.0
817,49,49,1.0
819,49,0,0.0
821,49,49,1.0
823,49,0,0.0
825,49,49,1.0
827,49,0,0.0
829,49,49,1.0
831,49,0,0.0
833,49,49,1.0
835,49,0,0.0
837,49,49,1.0
839,49,0,0.0
841,49,49,1.0
843,49,0,0.0
845,49,49,1.0
847,49,0,0.0
849,49,49,1.0
851,49,0,0.0
853,49,49,1.0
855,49,0,0.0
857,49,49,1.0
859,49,0,0.0
861,49,49,1.0
863,49,0,0.0
865,49,49,1.0
867,49,0,0.0
869,49,49,1.0
871,49,0,0.0
873,49,49,1.0
875,49,0,0.0
877,49,49,1.0
879,49,0,0.0
881,49,49,1.0
883,49,0,0.0
885,49,49,1.0
887,49,0,0.0
889,49,49,1.0
891,49,0,0.0
893,49,49,1.0
895,49,0,0.0
897,49,49,1.0
899,49,0,0.0
901,49,49,1.0
903,49,0,0.0
905,49,49,1.0
907,49,0,0.0
909,49,49,1.0
911,49,0,0.0
913,49,49,1.0
915,49,0,0.0
917,49,49,1.0
919,49,0,0.0
921,49,49,1.0
923,49,0,0.0
925,49,49,1.0
927,49,0,0.0
929,49,49,1.0
931,49,0,0.0
933,49,49,1.0
935,49,0,0.0
937,49,49,1.0
939,49,0,0.0
941,49,49,1.0
943,49,0,0.0
945,49,49,1.0
947,49,0,0.0
949,49,49,1.0
951,49,0,0.0
953,49,49,1.0
955,49,0,0.0
957,49,49,1.0
959,49,0,0.0
961,49,49,1.0
963,49,0,0.0
965,49,49,1.0
967,49,0,0.0
969,49,49,1.0
971,49,0,0.0
973,49,49,1.0
975,49,0,0.0
977,49,49,1.0
979,49,0,0.0
981,49,49,1.0
983,49,0,0.0
985,49,49,1.0
987,49,0,0.0
989,49,49,1.0
991,49,0,0.0
993,49,49,1.0
995,49,0,0.0
997,49,49,1.0
999,49,0,0.0
1001,49,49,1.0
1003,49,0,0.0
1005,49,49,1.0
1007,49,0,0.0
1009,49,49,1.0
1011,49,0,0.0
1013,49,49,1.0
1015,49,0,0.0
1017,49,49,1.0
1019,49,0,0.0
1021,49,49,1.0
1023,49,0,0.0
1025,49,49,1.0
1027,49,0,0.0
1029,49,49,1.0
1031,49,0,0.0
1033,49,49,1.0
1035,49,0,0.0
1037,49,49,1.0
1039,49,0,0.0
1041,49,49,1.0
1043,49,0,0.0
1045,49,49,1.0
1047,49,0,0.0
1049,49,49,1.0
1051,49,0,0.0
1053,49,49,1.0
1055,49,0,0.0
1057,49,49,1.0
1059,49,0,0.0
1061,49,49,1.0
1063,49,0,0.0
1065,49,49,1.0
1067,49,0,0.0
1069,49,49,1.0
1071,49,0,0.0
1073,49,49,1.0
1075,49,0,0.0
1077,49,49,1.0
1079,49,0,0.0
1081,49,49,1.0
1083,49,0,0.0
1085,49,49,1.0
1087,49,0,0.0
1089,49,49,1.0
1091,49,0,0.0
1093,49,49,1.0
1095,49,0,0.0
1097,49,49,1.0
1099,49,0,0.0
1101,49,49,1.0
1103,49,0,0.0
1105,49,49,1.0
1107,49,0,0.0
1109,49,49,1.0
1111,49,0,0.0
1113,49,49,1.0
1115,49,0,0.0
1117,49,49,1.0
1119,49,0,0.0
1121,49,49,1.0
1123,49,0,0.0
1125,49,49,1.0
1127,49,0,0.0
1129,49,49,1.0
1131,49,0,0.0
1133,49,49,1.0
1135,49,0,0.0
1137,49,49,1.0
1139,49,0,0.0
1141,49,49,1.0
1143,49,0,0.0
1145,49,49,1.0
1147,49,0,0.0
1149,49,49,1.0
1151,49,0,0.0
1153,49,49,1.0
1155,49,0,0.0
1157,49,49,1.0
1159,49,0,0.0
1161,49,49,1.0
1163,49,0,0.0
1165,49,49,1.0
1167,49,0,0.0
1169,49,49,1.0
1171,49,0,0.0
1173,49,49,1.0
1175,49,0,0.0
1177,49,49,1.0
1179,49,0,0.0
1181,49,49,1.0
1183,49,0,0.0
1185,49,49,1.0
1187,49,0,0.0
1189,49,49,1.0
1191,49,0,0.0
1193,49,49,1.0
1195,49,0,0.0
1197,49,49,1.0
1199,49,0,0.0
1201,49,49,1.0
1203,49,0,0.0
1205,49,49,1.0
1207,49,0,0.0
1209,49,49,1.0
1211,49,0,0.0
1213,49,49,1.0
1215,49,0,0.0
1217,49,49,1.0
1219,49,0,0.0
1221,49,49,1.0
1223,49,0,0.0
1225,49,49,1.0
1227,49,0,0.0
1229,49,49,1.0
1231,49,0,0.0
1233,49,49,1.0
1235,49,0,0.0
1237,49,49,1.0
1239,49,0,0.0
1241,49,49,1.0
1243,49,0,0.0
1245,49,49,1.0
1247,49,0,0.0
1249,49,49,1.0
1251,49,0,0.0
1253,49,49,1.0
1255,49,0,0.0
1257,49,49,1.0
1259,49,0,0.0
1261,49,49,1.0
1263,49,0,0.0
1265,49,49,1.0
1267,49,0,0.0
1269,49,49,1.0
1271,49,0,0.0
1273,49,49,1.0
1275,49,0,0.0
1277,49,49,1.0
1279,49,0,0.0
1281,49,49,1.0
1283,49,0,0.0
1285,49,49,1.0
1287,49,0,0.0
1289,49,49,1.0
1291,49,0,0.0
1293,49,49,1.0
1295,49,0,0.0
1297,49,49,1.0
1299,49,0,0.0
1301,49,49,1.0
1303,49,0,0.0
1305,49,49,1.0
1307,49,0,0.0
1309,49,49,1.0
1311,49,0,0.0
1313,49,49,1.0
1315,49,0,0.0
1317,49,49,1.0
1319,49,0,0.0
1321,49,49,1.0
1323,49,0,0.0
1325,49,49,1.0
1327,49,0,0.0
1329,49,49,1.0
1331,49,0,0.0
1333,49,49,1.0
1335,49,0,0.0
1337,49,49,1.0
1339,49,0,0.0
1341,49,49,1.0
1343,49,0,0.0
1345,49,49,1.0
1347,49,0,0.0
1349,49,49,1.0
1351,49,0,0.0
1353,49,49,1.0
1355,49,0,0.0
1357,49,49,1.0
1359,49,0,0.0
1361,49,49,1.0
1363,49,0,0.0
1365,49,49,1.0
1367,49,0,0.0
1369,49,49,1.0
1371,49,0,0.0
1373,49,49,1.0
1375,49,0,0.0
1377,49,49,1.0
1379,49,0,0.0
1381,49,49,1.0
1383,49,0,0.0
1385,49,49,1.0
1387,49,0,0.0
1389,49,49,1.0
1391,49,0,0.0
1393,49,49,1.0
1395,49,0,0.0
1397,49,49,1.0
1399,49,0,0.0
1401,49,49,1.0
1403,49,0,0.0
1405,49,49,1.0
1407,49,0,0.0
1409,49,49,1.0
1411,49,0,0.0
1413,49,49,1.0
1415,49,0,0.0
1417,49,49,1.0
1419,49,0,0.0
1421,49,49,1.0
1423,49,0,0.0
1425,49,49,1.0
1427,49,0,0.0
1429,49,49,1.0
1431,49,0,0.0
1433,49,49,1.0
1435,49,0,0.0
1437,49,49,1.0
1439,49,0,0.0
1441,49,49,1.0
1443,49,0,0.0
1445,49,49,1.0
1447,49,0,0.0
1449,49,49,1.0
1451,49,0,0.0
1453,49,49,1.0
1455,49,0,0.0
1457,49,49,1.0
1459,49,0,0.0
1461,49,49,1.0
1463,49,0,0.0
1465,49,49,1.0
1467,49,0,0.0
1469,49,49,1.0
1471,49,0,0.0
1473,49,49,1.0
1475,49,0,0.0
1477,49,49,1.0
1479,49,0,0.0
1481,49,49,1.0
1483,49,0,0.0
1485,49,49,1.0
1487,49,0,0.0
1489,49,49,1.0
1491,49,0,0.0
1493,49,49,1.0
1495,49,0,0.0
1497,49,49,1.0
1499,49,0,0.0
1501,49,49,1.0
1503,49,0,0.0
1505,49,49,1.0
1507,49,0,0.0
1509,49,49,1.0
1511,49,0,0.0
1513,49,49,1.0
1515,49,0,0.0
1517,49,49,1.0
1519,49,0,0.0
1521,49,49,1.0
1523,49,0,0.0
1525,49,49,1.0
1527,49,0,0.0
1529,49,49,1.0
1531,49,0,0.0
1533,49,49,1.0
1535,49,0,0.0
1537,49,49,1.0
1539,49,0,0.0
1541,49,49,1.0
1543,49,0,0.0
1545,49,49,1.0
1547,49,0,0.0
1549,49,49,1.0
1551,49,0,0.0
1553,49,49,1.0
1555,49,0,0.0
1557,49,49,1.0
1559,49,0,0.0
1561,49,49,1.0
1563,49,0,0.0
1565,49,49,1.0
1567,49,0,0.0
1569,49,49,1.0
1571,49,0,0.0
1573,49,49,1.0
1575,49,0,0.0
1577,49,49,1.0
1579,49,0,0.0
1581,49,49,1.0
1583,49,0,0.0
1585,49,49,1.0
1587,49,0,0.0
1589,49,49,1.0
1591,49,0,0.0
1593,49,49,1.0
1595,49,0,0.0
1597,49,49,1.0
1599,49,0,0.0
1601,49,49,1.0
1603,49,0,0.0
1605,49,49,1.0
1607,49,0,0.0
1609,49,49,1.0
1611,49,0,0.0
1613,49,49,1.0
1615,49,0,0.0
1617,49,49,1.0
1619,49,0,0.0
1621,49,49,1.0
1623,49,0,0.0
1625,49,49,1.0
1627,49,0,0.0
1629,49,49,1.0
1631,49,0,0.0
1633,49,49,1.0
1635,49,0,0.0
1637,49,49,1.0
1639,49,0,0.0
1641,49,49,1.0
1643,49,0,0.0
1645,49,49,1.0
1647,49,0,0.0
1649,49,49,1.0
1651,49,0,0.0
1653,49,49,1.0
1655,49,0,0.0
1657,49,49,1.0
1659,49,0,0.0
1661,49,49,1.0
1663,49,0,0.0
1665,49,49,1.0
1667,49,0,0.0
1669,49,49,1.0
1671,49,0,0.0
1673,49,49,1.0
1675,49,0,0.0
1677,49,49,1.0
1679,49,0,0.0
1681,49,49,1.0
1683,49,0,0.0
1685,49,49,1.0
1687,49,0,0.0
1689,49,49,1.0
1691,49,0,0.0
1693,49,49,1.0
1695,49,0,0.0
1697,49,49,1.0
1699,49,0,0.0
1701,49,49,1.0
1703,49,0,0.0
1705,49,49,1.0
1707,49,0,0.0
1709,49,49,1.0
1711,49,0,0.0
1713,49,49,1.0
1715,49,0,0.0
1717,49,49,1.0
1719,49,0,0.0
1721,49,49,1.0
1723,49,0,0.0
1725,49,49,1.0
1727,49,0,0.0
1729,49,49,1.0
1731,49,0,0.0
1733,49,49,1.0
1735,49,0,0.0
1737,49,49,1.0
1739,49,0,0.0
1741,49,49,1.0
1743,49,0,0.0
1745,49,49,1.0
1747,49,0,0.0
1749,49,49,1.0
1751,49,0,0.0
1753,49,49,1.0
1755,49,0,0.0
1757,49,49,1.0
1759,49,0,0.0
1761,49,49,1.0
1763,49,0,0.0
1765,49,49,1.0
1767,49,0,0.0
1769,49,49,1.0
1771,49,0,0.0
1773,49,49,1.0
1775,49,0,0.0
1777,49,49,1.0
1779,49,0,0.0
1781,49,49,1.0
1783,49,0,0.0
1785,49,49,1.0
1787,49,0,0.0
1789,49,49,1.0
1791,49,0,0.0
1793,49,49,1.0
1795,49,0,0.0
1797,49,49,1.0
1799,49,0,0.0
1801,49,49,1.0
1803,49,0,0.0
1805,49,49,1.0
1807,49,0,0.0
1809,49,49,1.0
1811,49,0,0.0
1813,49,49,1.0
1815,49,0,0.0
1817,49,49,1.0
1819,49,0,0.0
1821,49,49,1.0
1823,49,0,0.0
1825,49,49,1.0
1827,49,0,0.0
1829,49,49,1.0
1831,49,0,0.0
1833,49,49,1.0
1835,49,0,0.0
1837,49,49,1.0
1839,49,0,0.0
1841,49,49,1.0
1843,49,0,0.0
1845,49,49,1.0
1847,49,0,0.0
1849,49,49,1.0
1851,49,0,0.0
1853,49,49,1.0
1855,49,0,0.0
1857,49,49,1.0
1859,49,0,0.0
1861,49,49,1.0
1863,49,0,0.0
1865,49,49,1.0
1867,49,0,0.0
1869,49,49,1.0
1871,49,0,0.0
1873,49,49,1.0
1875,49,0,0.0
1877,49,49,1.0
1879,49,0,0.0
1881,49,49,1.0
1883,49,0,0.0
1885,49,49,1.0
1887,49,0,0.0
1889,49,49,1.0
1891,49,0,0.0
1893,49,49,1.0
1895,49,0,0.0
1897,49,49,1.0
1899,49,0,0.0
1901,49,49,1.0
1903,49,0,0.0
1905,49,49,1.0
1907,49,0,0.0
1909,49,49,1.0
1911,49,0,0.0
1913,49,49,1.0
1915,49,0,0.0
1917,49,49,1.0
1919,49,0,0.0
1921,49,49,1.0
1923,49,0,0.0
1925,49,49,1.0
1927,49,0,0.0
1929,49,49,1.0
1931,49,0,0.0
1933,49,49,1.0
1935,49,0,0.0
1937,49,49,1.0
1939,49,0,0.0
1941,49,49,1.0
1943,49,0,0.0
1945,49,49,1.0
1947,49,0,0.0
1949,49,49,1.0
1951,49,0,0.0
1953,49,49,1.0
1955,49,0,0.0
1957,49,49,1.0
1959,49,0,0.0
1961,49,49,1.0
1963,49,0,0.0
1965,49,49,1.0
1967,49,0,0.0
1969,49,49,1.0
1971,49,0,0.0
1973,49,49,1.0
1975,49,0,0.0
1977,49,49,1.0
1979,49,0,0.0
1981,49,49,1.0
1983,49,0,0.0
1985,49,49,1.0
1987,49,0,0.0
1989,49,49,1.0
1991,49,0,0.0
1993,49,49,1.0
1995,49,0,0.0
1997,49,49,1.0
1999,49,0,0.0
2001,49,49,1.0
2003,49,0,0.0
2005,49,49,1.0
2007,49,0,0.0
2009,49,49,1.0
2011,49,0,0.0
2013,49,49,1.0
2015,49,0,0.0
2017,49,49,1.0
2019,49,0,0.0
2021,49,49,1.0
2023,49,0,0.0
2025,49,49,1.0
2027,49,0,0.0
2029,49,49,1.0
2031,49,0,0.0
2033,49,49,1.0
2035,49,0,0.0
2037,49,49,1.0
2039,49,0,0.0
2041,49,49,1.0
2043,49,0,0.0
2045,49,49,1.0
2047,49,0,0.0
2049,49,49,1.0
2051,49,0,0.0
2053,49,49,1.0
2055,49,0,0.0
2057,49,49,1.0
2059,49,0,0.0
2061,49,49,1.0
2063,49,0,0.0
2065,49,49,1.0
2067,49,0,0.0
2069,49,49,1.0
2071,49,0,0.0
2073,49,49,1.0
2075,49,0,0.0
2077,49,49,1.0
2079,49,0,0.0
2081,49,49,1.0
2083,49,0,0.0
2085,49,49,1.0
2087,49,0,0.0
2089,49,49,1.0
2091,49,0,0.0
2093,49,49,1.0
2095,49,0,0.0
2097,49,49,1.0
2099,49,0,0.0
2101,49,49,1.0
2103,49,0,0.0
2105,49,49,1.0
2107,49,0,0.0
2109,49,49,1.0
2111,49,0,0.0
2113,49,49,1.0
2115,49,0,0.0
2117,49,49,1.0
2119,49,0,0.0
2121,49,49,1.0
2123,49,0,0.0
2125,49,49,1.0
2127,49,0,0.0
2129,49,49,1.0
2131,49,0,0.0
2133,49,49,1.0
2135,49,0,0.0
2137,49,49,1.0
2139,49,0,0.0
2141,49,49,1.0
2143,49,0,0.0
2145,49,49,1.0
2147,49,0,0.0
2149,49,49,1.0
2151,49,0,0.0
2153,49,49,1.0
2155,49,0,0.0
2157,49,49,1.0
2159,49,0,0.0
2161,49,49,1.0
2163,49,0,0.0
2165,49,49,1.0
2167,49,0,0.0
2169,49,49,1.0
2171,49,0,0.0
2173,49,49,1.0
2175,49,0,0.0
2177,49,49,1.0
2179,49,0,0.0
2181,49,49,1.0
2183,49,0,0.0
2185,49,49,1.0
2187,49,0,0.0
2189,49,49,1.0
2191,49,0,0.0
2193,49,49,1.0
2195,49,0,0.0
2197,49,49,1.0
2199,49,0,0.0
2201,49,49,1.0
2203,49,0,0.0
2205,49,49,1.0
2207,49,0,0.0
2209,49,49,1.0
2211,49,0,0.0
2213,49,49,1.0
2215,49,0,0.0
2217,49,49,1.0
2219,49,0,0.0
2221,49,49,1.0
2223,49,0,0.0
2225,49,49,1.0
2227,49,0,0.0
2229,49,49,1.0
2231,49,0,0.0
2233,49,49,1.0
2235,49,0,0.0
2237,49,49,1.0
2239,49,0,0.0
2241,49,49,1.0
2243,49,0,0.0
2245,49,49,1.0
2247,49,0,0.0
2249,49,49,1.0
2251,49,0,0.0
2253,49,49,1.0
2255,49,0,0.0
2257,49,49,1.0
2259,49,0,0.0
2261,49,49,1.0
2263,49,0,0.0
2265,49,49,1.0
2267,49,0,0.0
2269,49,49,1.0
2271,49,0,0.0
2273,49,49,1.0
2275,49,0,0.0
2277,49,49,1.0
2279,49,0,0.0
2281,49,49,1.0
2283,49,0,0.0
2285,49,49,1.0
2287,49,0,0.0
2289,49,49,1.0
2291,49,0,0.0
2293,49,49,1.0
2295,49,0,0.0
2297,49,49,1.0
2299,49,0,0.0
2301,49,49,1.0
2303,49,0,0.0
2305,49,49,1.0
2307,49,0,0.0
2309,49,49,1.0
2311,49,0,0.0
2313,49,49,1.0
2315,49,0,0.0
2317,49,49,1.0
2319,49,0,0.0
2321,49,49,1.0
2323,49,0,0.0
2325,49,49,1.0
2327,49,0,0.0
2329,49,49,1.0
2331,49,0,0.0
2333,49,49,1.0
2335,49,0,0.0
2337,49,49,1.0
2339,49,0,0.0
2341,49,49,1.0
2343,49,0,0.0
2345,49,49,1.0
2347,49,0,0.0
2349,49,49,1.0
2351,49,0,0.0
2353,49,49,1.0
2355,49,0,0.0
2357,49,49,1.0
2359,49,0,0.0
2361,49,49,1.0
2363,49,0,0.0
2365,49,49,1.0
2367,49,0,0.0
2369,49,49,1.0
2371,49,0,0.0
2373,49,49,1.0
2375,49,0,0.0
2377,49,49,1.0
2379,49,0,0.0
2381,49,49,1.0
2383,49,0,0.0
2385,49,49,1.0
2387,49,0,0.0
2389,49,49,1.0
2391,49,0,0.0
2393,49,49,1.0
2395,49,0,0.0
2397,49,49,1.0
2399,49,0,0.0
2401,49,49,1.0
2403,49,0,0.0
2405,49,49,1.0
2407,49,0,0.0
2409,49,49,1.0
2411,49,0,0.0
2413,49,49,1.0
2415,49,0,0.0
2417,49,49,1.0
2419,49,0,0.0
2421,49,49,1.0
2423,49,0,0.0
2425,49,49,1.0
2427,49,0,0.0
2429,49,49,1.0
2431,49,0,0.0
2433,49,49,1.0
2435,49,0,0.0
2437,49,49,1.0
2439,49,0,0.0
2441,49,49,1.0
2443,49,0,0.0
2445,49,49,1.0
2447,49,0,0.0
2449,49,49,1.0
2451,49,0,0.0
2453,49,49,1.0
2455,49,0,0.0
2457,49,49,1.0
2459,49,0,0.0
2461,49,49,1.0
2463,49,0,0.0
2465,49,49,1.0
2467,49,0,0.0
2469,49,49,1.0
2471,49,0,0.0
2473,49,49,1.0
2475,49,0,0.0
2477,49,49,1.0
2479,49,0,0.0
2481,49,49,1.0
2483,49,0,0.0
2485,49,49,1.0
2487,49,0,0.0
2489,49,49,1.0
2491,49,0,0.0
2493,49,49,1.0
2495,49,0,0.0
2497,49,49,1.0
2499,49,0,0.0
2501,49,49,1.0
2503,49,0,0.0
2505,49,49,1.0
2507,49,0,0.0
2509,49,49,1.0
2511,49,0,0.0
2513,49,49,1.0
2515,49,0,0.0
2517,49,49,1.0
2519,49,0,0.0
2521,49,49,1.0
2523,49,0,0.0
2525,49,49,1.0
2527,49,0,0.0
2529,49,49,1.0
2531,49,0,0.0
2533,49,49,1.0
2535,49,0,0.0
2537,49,49,1.0
2539,49,0,0.0
2541,49,49,1.0
2543,49,0,0.0
2545,49,49,1.0
2547,49,0,0.0
2549,49,49,1.0
2551,49,0,0.0
2553,49,49,1.0
2555,49,0,0.0
2557,49,49,1.0
2559,49,0,0.0
2561,49,49,1.0
2563,49,0,0.0
2565,49,49,1.0
2567,49,0,0.0
2569,49,49,1.0
2571,49,0,0.0
2573,49,49,1.0
2575,49,0,0.0
2577,49,49,1.0
2579,49,0,0.0
2581,49,49,1.0
2583,49,0,0.0
2585,49,49,1.0
2587,49,0,0.0
2589,49,49,1.0
2591,49,0,0.0
2593,49,49,1.0
2595,49,0,0.0
2597,49,49,1.0
2599,49,0,0.0
2601,49,49,1.0
2603,49,0,0.0
2605,49,49,1.0
2607,49,0,0.0
2609,49,49,1.0
2611,49,0,0.0
2613,49,49,1.0
2615,49,0,0.0
2617,49,49,1.0
2619,49,0,0.0
2621,49,49,1.0
2623,49,0,0.0
2625,49,49,1.0
2627,49,0,0.0
