residue_a,count_A,count_B,hat_p
1065,13,13,1.0
1067,13,0,0.0
1069,13,13,1.0
1071,13,0,0.0
1073,13,13,1.0
1075,13,0,0.0
1077,13,13,1.0
1079,13,0,0.0
1081,13,13,1.0
1083,13,0,0.0
1085,13,13,1.0
1087,13,0,0.0
1089,13,13,1.0
1091,13,0,0.0
1093,13,13,1.0
1095,13,0,0.0
1097,13,13,1.0
1099,13,0,0.0
1101,13,13,1.0
1103,13,0,0.0
1105,13,13,1.0
1107,13,0,0.0
1109,13,13,1.0
1111,13,0,0.0
1113,13,13,1.0
1115,13,0,0.0
1117,13,13,1.0
1119,13,0,0.0
1121,13,13,1.0
1123,13,0,0.0
1125,13,13,1.0
1127,13,0,0.0
1129,13,13,1.0
1131,13,0,0.0
1133,13,13,1.0
1135,13,0,0.0
1137,13,13,1.0
1139,13,0,0.0
1141,13,13,1.0
1143,13,0,0.0
1145,13,13,1.0
1147,13,0,0.0
1149,13,13,1.0
1151,13,0,0.0
1153,13,13,1.0
1155,13,0,0.0
1157,13,13,1.0
1159,13,0,0.0
1161,13,13,1.0
1163,13,0,0.0
1165,13,13,1.0
1167,13,0,0.0
1169,13,13,1.0
1171,13,0,0.0
1173,13,13,1.0
1175,13,0,0.0
1177,13,13,1.0
1179,13,0,0.0
1181,13,13,1.0
1183,13,0,0.0
1185,13,13,1.0
1187,13,0,0.0
1189,13,13,1.0
1191,13,0,0.0
1193,13,13,1.0
1195,13,0,0.0
1197,13,13,1.0
1199,13,0,0.0
1201,13,13,1.0
1203,13,0,0.0
1205,13,13,1.0
1207,13,0,0.0
1209,13,13,1.0
1211,13,0,0.0
1213,13,13,1.0
1215,13,0,0.0
1217,13,13,1.0
1219,13,0,0.0
1221,13,13,1.0
1223,13,0,0.0
1225,13,13,1.0
1227,13,0,0.0
1229,13,13,1.0
1231,13,0,0.0
1233,13,13,1.0
1235,13,0,0.0
1237,13,13,1.0
1239,13,0,0.0
1241,13,13,1.0
1243,13,0,0.0
1245,13,13,1.0
1247,13,0,0.0
1249,13,13,1.0
1251,13,0,0.0
1253,13,13,1.0
1255,13,0,0.0
1257,13,13,1.0
1259,13,0,0.0
1261,13,13,1.0
1263,13,0,0.0
1265,13,13,1.0
1267,13,0,0.0
1269,13,13,1.0
1271,13,0,0.0
1273,13,13,1.0
1275,13,0,0.0
1277,13,13,1.0
1279,13,0,0.0
1281,13,13,1.0
1283,13,0,0.0
1285,13,13,1.0
1287,13,0,0.0
1289,13,13,1.0
1291,13,0,0.0
1293,13,13,1.0
1295,13,0,0.0
1297,13,13,1.0
1299,13,0,0.0
1301,13,13,1.0
1303,13,0,0.0
1305,13,13,1.0
1307,13,0,0.0
1309,13,13,1.0
1311,13,0,0.0
1313,13,13,1.0
1315,13,0,0.0
1317,13,13,1.0
1319,13,0,0.0
1321,13,13,1.0
1323,13,0,0.0
1325,13,13,1.0
1327,13,0,0.0
1329,13,13,1.0
1331,13,0,0.0
1333,13,13,1.0
1335,13,0,0.0
1337,13,13,1.0
1339,13,0,0.0
1341,13,13,1.0
1343,13,0,0.0
1345,13,13,1.0
1347,13,0,0.0
1349,13,13,1.0
1351,13,0,0.0
1353,13,13,1.0
1355,13,0,0.0
1357,13,13,1.0
1359,13,0,0.0
1361,13,13,1.0
1363,13,0,0.0
1365,13,13,1.0
1367,13,0,0.0
1369,13,13,1.0
1371,13,0,0.0
1373,13,13,1.0
1375,13,0,0.0
1377,13,13,1.0
1379,13,0,0.0
1381,13,13,1.0
1383,13,0,0.0
1385,13,13,1.0
1387,13,0,0.0
1389,13,13,1.0
1391,13,0,0.0
1393,13,13,1.0
1395,13,0,0.0
1397,13,13,1.0
1399,13,0,0.0
1401,13,13,1.0
1403,13,0,0.0
1405,13,13,1.0
1407,13,0,0.0
1409,13,13,1.0
1411,13,0,0.0
1413,13,13,1.0
1415,13,0,0.0
1417,13,13,1.0
1419,13,0,0.0
1421,13,13,1.0
1423,13,0,0.0
1425,13,13,1.0
1427,13,0,0.0
1429,13,13,1.0
1431,13,0,0.0
1433,13,13,1.0
1435,13,0,0.0
1437,13,13,1.0
1439,13,0,0.0
1441,13,13,1.0
1443,13,0,0.0
1445,13,13,1.0
1447,13,0,0.0
1449,13,13,1.0
1451,13,0,0.0
1453,13,13,1.0
1455,13,0,0.0
1457,13,13,1.0
1459,13,0,0.0
1461,13,13,1.0
1463,13,0,0.0
1465,13,13,1.0
1467,13,0,0.0
1469,13,13,1.0
1471,13,0,0.0
1473,13,13,1.0
1475,13,0,0.0
1477,13,13,1.0
1479,13,0,0.0
1481,13,13,1.0
1483,13,0,0.0
1485,13,13,1.0
1487,13,0,0.0
1489,13,13,1.0
1491,13,0,0.0
1493,13,13,1.0
1495,13,0,0.0
1497,13,13,1.0
1499,13,0,0.0
1501,13,13,1.0
1503,13,0,0.0
1505,13,13,1.0
1507,13,0,0.0
1509,13,13,1.0
1511,13,0,0.0
1513,13,13,1.0
1515,13,0,0.0
1517,13,13,1.0
1519,13,0,0.0
1521,13,13,1.0
1523,13,0,0.0
1525,13,13,1.0
1527,13,0,0.0
1529,13,13,1.0
1531,13,0,0.0
1533,13,13,1.0
1535,13,0,0.0
1537,13,13,1.0
1539,13,0,0.0
1541,13,13,1.0
1543,13,0,0.0
1545,13,13,1.0
1547,13,0,0.0
1549,13,13,1.0
1551,13,0,0.0
1553,13,13,1.0
1555,13,0,0.0
1557,13,13,1.0
1559,13,0,0.0
1561,13,13,1.0
1563,13,0,0.0
1565,13,13,1.0
1567,13,0,0.0
1569,13,13,1.0
1571,13,0,0.0
1573,13,13,1.0
1575,13,0,0.0
1577,13,13,1.0
1579,13,0,0.0
1581,13,13,1.0
1583,13,0,0.0
1585,13,13,1.0
1587,13,0,0.0
1589,13,13,1.0
1591,13,0,0.0
1593,13,13,1.0
1595,13,0,0.0
1597,13,13,1.0
1599,13,0,0.0
1601,13,13,1.0
1603,13,0,0.0
1605,13,13,1.0
1607,13,0,0.0
1609,13,13,1.0
1611,13,0,0.0
1613,13,13,1.0
1615,13,0,0.0
1617,13,13,1.0
1619,13,0,0.0
1621,13,13,1.0
1623,13,0,0.0
1625,13,13,1.0
1627,13,0,0.0
1629,13,13,1.0
1631,13,0,0.0
1633,13,13,1.0
1635,13,0,0.0
1637,13,13,1.0
1639,13,0,0.0
1641,13,13,1.0
1643,13,0,0.0
1645,13,13,1.0
1647,13,0,0.0
1649,13,13,1.0
1651,13,0,0.0
1653,13,13,1.0
1655,13,0,0.0
1657,13,13,1.0
1659,13,0,0.0
1661,13,13,1.0
1663,13,0,0.0
1665,13,13,1.0
1667,13,0,0.0
1669,13,13,1.0
1671,13,0,0.0
1673,13,13,1.0
1675,13,0,0.0
1677,13,13,1.0
1679,13,0,0.0
1681,13,13,1.0
1683,13,0,0.0
1685,13,13,1.0
1687,13,0,0.0
1689,13,13,1.0
1691,13,0,0.0
1693,13,13,1.0
1695,13,0,0.0
1697,13,13,1.0
1699,13,0,0.0
1701,13,13,1.0
1703,13,0,0.0
1705,13,13,1.0
1707,13,0,0.0
1709,13,13,1.0
1711,13,0,0.0
1713,13,13,1.0
1715,13,0,0.0
1717,13,13,1.0
1719,13,0,0.0
1721,13,13,1.0
1723,13,0,0.0
1725,13,13,1.0
1727,13,0,0.0
1729,13,13,1.0
1731,13,0,0.0
1733,13,13,1.0
1735,13,0,0.0
1737,13,13,1.0
1739,13,0,0.0
1741,13,13,1.0
1743,13,0,0.0
1745,13,13,1.0
1747,13,0,0.0
1749,13,13,1.0
1751,13,0,0.0
1753,13,13,1.0
1755,13,0,0.0
1757,13,13,1.0
1759,13,0,0.0
1761,13,13,1.0
1763,13,0,0.0
1765,13,13,1.0
1767,13,0,0.0
1769,13,13,1.0
1771,13,0,0.0
1773,13,13,1.0
1775,13,0,0.0
1777,13,13,1.0
1779,13,0,0.0
1781,13,13,1.0
1783,13,0,0.0
1785,13,13,1.0
1787,13,0,0.0
1789,13,13,1.0
1791,13,0,0.0
1793,13,13,1.0
1795,13,0,0.0
1797,13,13,1.0
1799,13,0,0.0
1801,13,13,1.0
1803,13,0,0.0
1805,13,13,1.0
1807,13,0,0.0
1809,13,13,1.0
1811,13,0,0.0
1813,13,13,1.0
1815,13,0,0.0
1817,13,13,1.0
1819,13,0,0.0
1821,13,13,1.0
1823,13,0,0.0
1825,13,13,1.0
1827,13,0,0.0
1829,13,13,1.0
1831,13,0,0.0
1833,13,13,1.0
1835,13,0,0.0
1837,13,13,1.0
1839,13,0,0.0
1841,13,13,1.0
1843,13,0,0.0
1845,13,13,1.0
1847,13,0,0.0
1849,13,13,1.0
1851,13,0,0.0
1853,13,13,1.0
1855,13,0,0.0
1857,13,13,1.0
1859,13,0,0.0
1861,13,13,1.0
1863,13,0,0.0
1865,13,13,1.0
1867,13,0,0.0
1869,13,13,1.0
1871,13,0,0.0
1873,13,13,1.0
1875,13,0,0.0
1877,13,13,1.0
1879,13,0,0.0
1881,13,13,1.0
1883,13,0,0.0
1885,13,13,1.0
1887,13,0,0.0
1889,13,13,1.0
1891,13,0,0.0
1893,13,13,1.0
1895,13,0,0.0
1897,13,13,1.0
1899,13,0,0.0
1901,13,13,1.0
1903,13,0,0.0
1905,13,13,1.0
1907,13,0,0.0
1909,13,13,1.0
1911,13,0,0.0
1913,13,13,1.0
1915,13,0,0.0
1917,13,13,1.0
1919,13,0,0.0
1921,13,13,1.0
1923,13,0,0.0
1925,13,13,1.0
1927,13,0,0.0
1929,13,13,1.0
1931,13,0,0.0
1933,13,13,1.0
1935,13,0,0.0
1937,13,13,1.0
1939,13,0,0.0
1941,13,13,1.0
1943,13,0,0.0
1945,13,13,1.0
1947,13,0,0.0
1949,13,13,1.0
1951,13,0,0.0
1953,13,13,1.0
1955,13,0,0.0
1957,13,13,1.0
1959,13,0,0.0
1961,13,13,1.0
1963,13,0,0.0
1965,13,13,1.0
1967,13,0,0.0
1969,13,13,1.0
1971,13,0,0.0
1973,13,13,1.0
1975,13,0,0.0
1977,13,13,1.0
1979,13,0,0.0
1981,13,13,1.0
1983,13,0,0.0
1985,13,13,1.0
1987,13,0,0.0
1989,13,13,1.0
1991,13,0,0.0
1993,13,13,1.0
1995,13,0,0.0
1997,13,13,1.0
1999,13,0,0.0
2001,13,13,1.0
2003,13,0,0.0
2005,13,13,1.0
2007,13,0,0.0
2009,13,13,1.0
2011,13,0,0.0
2013,13,13,1.0
2015,13,0,0.0
2017,13,13,1.0
2019,13,0,0.0
2021,13,13,1.0
2023,13,0,0.0
2025,13,13,1.0
2027,13,0,0.0
2029,13,13,1.0
2031,13,0,0.0
2033,13,13,1.0
2035,13,0,0.0
2037,13,13,1.0
2039,13,0,0.0
2041,13,13,1.0
2043,13,0,0.0
2045,13,13,1.0
2047,13,0,0.0
2049,13,13,1.0
2051,13,0,0.0
2053,13,13,1.0
2055,13,0,0.0
2057,13,13,1.0
2059,13,0,0.0
2061,13,13,1.0
2063,13,0,0.0
2065,13,13,1.0
2067,13,0,0.0
2069,13,13,1.0
2071,13,0,0.0
2073,13,13,1.0
2075,13,0,0.0
2077,13,13,1.0
2079,13,0,0.0
2081,13,13,1.0
2083,13,0,0.0
2085,13,13,1.0
2087,13,0,0.0
2089,13,13,1.0
2091,13,0,0.0
2093,13,13,1.0
2095,13,0,0.0
2097,13,13,1.0
2099,13,0,0.0
2101,13,13,1.0
2103,13,0,0.0
2105,13,13,1.0
2107,13,0,0.0
2109,13,13,1.0
2111,13,0,0.0
2113,13,13,1.0
2115,13,0,0.0
2117,13,13,1.0
2119,13,0,0.0
2121,13,13,1.0
2123,13,0,0.0
2125,13,13,1.0
2127,13,0,0.0
2129,13,13,1.0
2131,13,0,0.0
2133,13,13,1.0
2135,13,0,0.0
2137,13,13,1.0
2139,13,0,0.0
2141,13,13,1.0
2143,13,0,0.0
2145,13,13,1.0
2147,13,0,0.0
2149,13,13,1.0
2151,13,0,0.0
2153,13,13,1.0
2155,13,0,0.0
2157,13,13,1.0
2159,13,0,0.0
2161,13,13,1.0
2163,13,0,0.0
2165,13,13,1.0
2167,13,0,0.0
2169,13,13,1.0
2171,13,0,0.0
2173,13,13,1.0
2175,13,0,0.0
2177,13,13,1.0
2179,13,0,0.0
2181,13,13,1.0
2183,13,0,0.0
2185,13,13,1.0
2187,13,0,0.0
2189,13,13,1.0
2191,13,0,0.0
2193,13,13,1.0
2195,13,0,0.0
2197,13,13,1.0
2199,13,0,0.0
2201,13,13,1.0
2203,13,0,0.0
2205,13,13,1.0
2207,13,0,0.0
2209,13,13,1.0
2211,13,0,0.0
2213,13,13,1.0
2215,13,0,0.0
2217,13,13,1.0
2219,13,0,0.0
2221,13,13,1.0
2223,13,0,0.0
2225,13,13,1.0
2227,13,0,0.0
2229,13,13,1.0
2231,13,0,0.0
2233,13,13,1.0
2235,13,0,0.0
2237,13,13,1.0
2239,13,0,0.0
2241,13,13,1.0
2243,13,0,0.0
2245,13,13,1.0
2247,13,0,0.0
2249,13,13,1.0
2251,13,0,0.0
2253,13,13,1.0
2255,13,0,0.0
2257,13,13,1.0
2259,13,0,0.0
2261,13,13,1.0
2263,13,0,0.0
2265,13,13,1.0
2267,13,0,0.0
2269,13,13,1.0
2271,13,0,0.0
2273,13,13,1.0
2275,13,0,0.0
2277,13,13,1.0
2279,13,0,0.0
2281,13,13,1.0
2283,13,0,0.0
2285,13,13,1.0
2287,13,0,0.0
2289,13,13,1.0
2291,13,0,0.0
2293,13,13,1.0
2295,13,0,0.0
2297,13,13,1.0
2299,13,0,0.0
2301,13,13,1.0
2303,13,0,0.0
2305,13,13,1.0
2307,13,0,0.0
2309,13,13,1.0
2311,13,0,0.0
2313,13,13,1.0
2315,13,0,0.0
2317,13,13,1.0
2319,13,0,0.0
2321,13,13,1.0
2323,13,0,0.0
2325,13,13,1.0
2327,13,0,0.0
2329,13,13,1.0
2331,13,0,0.0
2333,13,13,1.0
2335,13,0,0.0
2337,13,13,1.0
2339,13,0,0.0
2341,13,13,1.0
2343,13,0,0.0
2345,13,13,1.0
2347,13,0,0.0
2349,13,13,1.0
2351,13,0,0.0
2353,13,13,1.0
2355,13,0,0.0
2357,13,13,1.0
2359,13,0,0.0
2361,13,13,1.0
2363,13,0,0.0
2365,13,13,1.0
2367,13,0,0.0
2369,13,13,1.0
2371,13,0,0.0
2373,13,13,1.0
2375,13,0,0.0
2377,13,13,1.0
2379,13,0,0.0
2381,13,13,1.0
2383,13,0,0.0
2385,13,13,1.0
2387,13,0,0.0
2389,13,13,1.0
2391,13,0,0.0
2393,13,13,1.0
2395,13,0,0.0
2397,13,13,1.0
2399,13,0,0.0
2401,13,13,1.0
2403,13,0,0.0
2405,13,13,1.0
2407,13,0,0.0
2409,13,13,1.0
2411,13,0,0.0
2413,13,13,1.0
2415,13,0,0.0
2417,13,13,1.0
2419,13,0,0.0
2421,13,13,1.0
2423,13,0,0.0
2425,13,13,1.0
2427,13,0,0.0
2429,13,13,1.0
2431,13,0,0.0
2433,13,13,1.0
2435,13,0,0.0
2437,13,13,1.0
2439,13,0,0.0
2441,13,13,1.0
2443,13,0,0.0
2445,13,13,1.0
2447,13,0,0.0
2449,13,13,1.0
2451,13,0,0.0
2453,13,13,1.0
2455,13,0,0.0
2457,13,13,1.0
2459,13,0,0.0
2461,13,13,1.0
2463,13,0,0.0
2465,13,13,1.0
2467,13,0,0.0
2469,13,13,1.0
2471,13,0,0.0
2473,13,13,1.0
2475,13,0,0.0
2477,13,13,1.0
2479,13,0,0.0
2481,13,13,1.0
2483,13,0,0.0
2485,13,13,1.0
2487,13,0,0.0
2489,13,13,1.0
2491,13,0,0.0
2493,13,13,1.0
2495,13,0,0.0
2497,13,13,1.0
2499,13,0,0.0
2501,13,13,1.0
2503,13,0,0.0
2505,13,13,1.0
2507,13,0,0.0
2509,13,13,1.0
2511,13,0,0.0
2513,13,13,1.0
2515,13,0,0.0
2517,13,13,1.0
2519,13,0,0.0
2521,13,13,1.0
2523,13,0,0.0
2525,13,13,1.0
2527,13,0,0.0
2529,13,13,1.0
2531,13,0,0.0
2533,13,13,1.0
2535,13,0,0.0
2537,13,13,1.0
2539,13,0,0.0
2541,13,13,1.0
2543,13,0,0.0
2545,13,13,1.0
2547,13,0,0.0
2549,13,13,1.0
2551,13,0,0.0
2553,13,13,1.0
2555,13,0,0.0
2557,13,13,1.0
2559,13,0,0.0
2561,13,13,1.0
2563,13,0,0.0
2565,13,13,1.0
2567,13,0,0.0
2569,13,13,1.0
2571,13,0,0.0
2573,13,13,1.0
2575,13,0,0.0
2577,13,13,1.0
2579,13,0,0.0
2581,13,13,1.0
2583,13,0,0.0
2585,13,13,1.0
2587,13,0,0.0
2589,13,13,1.0
2591,13,0,0.0
2593,13,13,1.0
2595,13,0,0.0
2597,13,13,1.0
2599,13,0,0.0
2601,13,13,1.0
2603,13,0,0.0
2605,13,13,1.0
2607,13,0,0.0
2609,13,13,1.0
2611,13,0,0.0
2613,13,13,1.0
2615,13,0,0.0
2617,13,13,1.0
2619,13,0,0.0
2621,13,13,1.0
2623,13,0,0.0
2625,13,13,1.0
2627,13,0,0.0
